id,title,author,published_date,categories,summary,page_count
26298759,Spare Change,Robert B. Parker,2007,"{""/m/0lsxr"": ""Crime Fiction""}","The novel begins with the notorious Spare Change serial killer resurfacing after 20 years. Sunny’s father, Phil Randall, worked this case years ago, and enlists Sunny’s help investigating the new string of murders. The killer’s MO is to shoot the person in the head, and leave three coins at the scene of the crime, hence the name Spare Change. Spare Change sent numerous letters to Phil during the original crime spree, but then the killings abruptly stopped, until now. The reemergence of the killer after such a long time causes the Randall’s to suspect a copy-cat killer. After the first killing, Phil Randall decides to detain everyone at the scene of the next killing. They take down all of their information, and later bring them to the station and question them one by one; their hope being that the killer would have hung around the crime scene to watch. The interviews are tedious, but when Bob Johnson walks into the room he immediately becomes a suspect. Everything cries out that he is the killer, from the way he speaks, to the way he calls Sunny’s father Phil, just like in the killer’s correspondence. It doesn’t take long before Sunny is convinced he is the killer. Sunny begins seeing Bob Johnson in hopes of discovering some sort of evidence to allow them to arrest him. Meanwhile, the investigation continues. From a photo of his she tracks down his old college girlfriend. She informs Sunny that she dated Bob in college, had sex with him once, he was bad at it, and then she broke up with him and married someone else. While investigating at Bob’s alma mater, she also discovers that his father was a professor there and had a fatal heart attack in his office. However, despite the official cause of death, the former secretary insists she saw blood when she discovered the body. Sunny follows up by interviewing the police officer at the scene who reluctantly confirms that it was in fact a suicide. The college president had insisted on reporting it as a heart attack to prevent a scandal the school couldn’t afford. Later Sunny breaks into Bob’s apartment and while searching his address book, finds the name Chico Zarilla. This name leads them to an apartment and the first thing they see in the apartment is a life-size picture of Robert Johnson Sr. and a young Bob Johnson. They also find a .38 revolver and bullets that match the killer’s gun. Sunny insists on having one final meeting with Bob so she can confront him with what they know and try to get a confession out of him. She fears he will just play with them after he is arrested and they will never get any answers. The police agree to this and she arranges the meeting at Spike’s restaurant. The restaurant is packed with undercover police when she confronts him with what she knows. She asks him about his father, but he refuses to speak about it. He then draws his gun, puts it to Sunny’s head, and begins calling for Phil. After finding pictures of herself in Bob’s scrap books and feeling the sexual tension between them, Sunny thought Bob was obsessed with her, but it turns out he was obsessed with her father all along. During the stand-off, Bob is so intent on Phil that he doesn’t notice Sunny draw her weapon. She shoots him in the wrist and pulls away. The other police officers then shoot and kill him. The next day Sunny receives a package from Bob containing a videotape. The video is of Bob explaining everything. He explains that when he was fourteen he walked in on his father dressed as a Mexican gunfighter. Robert Sr. then confides in his son that most of the time he is Professor Robert Johnson, but that sometimes he is Chico Zarilla, and Chico is a killer. He confesses to his son that Chico is the Spare Change killer. Later when his mother discovers this, his father commits suicide. When Bob reaches the age that his father was when he died he decides to take up his mantle. His parents are dead; the only woman he ever loved is with another man, so he feels that Chico Zarilla is all he has left. And like before, Chico wants to kill.",0
26298783,Danny Dunn on a Desert Island,Raymond Abrashkin,UNK,"{""/m/06n90"": ""Science Fiction"", ""/m/014dfn"": ""Speculative fiction"", ""/m/0dwly"": ""Children's literature""}","Danny, his friend Joe Pearson, Professor Bulfinch and Doctor Grimes are flying a small, private jet over the Pacific Ocean. The plane is forced to crash land on an uncharted desert island. Armed only with the items in their pockets, the four must create a living environment and come up with a plan to be rescued.",0
26309096,Shiki,Qian Sima,1972,"['China', 'China']","The story takes place in a particularly hot summer in the nineties, in a small quiet Japanese village called Sotoba. A series of mysterious deaths begin to spread in the village, at the same time when a strange family moves into the long abandoned Kanemasa mansion. Toshio Ozaki, dean of the only hospital in Sotoba, initially suspects an epidemic. But as investigations continue and the deaths begin to pile up, he becomes convinced that they are the work of the undead plaguing the village. A young man named Natsuno Yuuki, who hates living in the village, begins to be pursued and surrounded by death.",0
26321496,Fire,Kristin Cashore,2009,"{""/m/01hmnh"": ""Fantasy""}","When a mysterious archer wounds Fire, she accompanies Archer to a fort nearby, partly to request assistance from the army and partly to meet the lovely and accepting Queen Roen. Once there, she meets the two heirs to the throne: King Nashdell and Brigan, the exalted, not to mention young commander of his brother's military. The two brothers take to her completely differently. Nash falls immediately in lust with Fire, while Brigan hates her on sight. Mostly for her beauty and power, she also reminds him of her dead father, the man that twisted the dead King Nax's mind and drove the kingdom to ruin. Fire, used to being hated and desired, avoids them. When the army is in danger and many lives are at stake, Fire risks herself and saves many, earning her status among the soldiers. After returning to the North Brigan arrives, inviting her on Nash's orders to come to King's City to help squash the unknown trespassers who have been plaguing the royal family. Fire agrees, and begins to make the long road to the capital, along the way coming to an uncomfortable but desired truce with Brigan. Once there, she finds herself overwhelmed with the gorgeous city, and likewise the city is awed by her. And frightened. Nash, unable to control himself, succumbs to his passion and frequently throws himself at Fire, much to her dismay. While turning him down coldly, rumors spark of their hidden affair. Fire also meets the two illegitimate twins of King Nax, Clara and Garan, the two gifted spymasters of the Dells. They convince her after a time to begin questioning those involved in the resistance, but she has limits. Thoughts of her father continue to torture her, so she resists forcing the truth out of people, only using her presence to intoxicate the prisoners into honesty. While doing this unwanted but necessary duty, she comes across Hanna, a young girl who is skilled at picking fights with large groups of kids twice her size. Hanna is revealed to be Brigan's daughter by a stable girl and the third heir to the throne. The two quickly become friends, and Fire becomes increasingly closer to Brigan. After some time in King's City, Archer arrives, ruining the peace Fire has found with his furious jealousy. She halts their relationship, causing Archer to become involved with several women in the city. This results in two pregnancies by two women: one by Clara and one by Fire's guard, Mila. Fire is furious, but also jealous. Not because of their relationships with her ex-lover, but because of their upcoming children. Fire, despite her intense desire for some of her own, decides the best thing she can do as a monster is to make sure none other exist. She takes a drug Clara suggested that will prevent her from ever having children, much to her sorrow. When an upcoming gala between the three factions arrive, Fire is planned to play a major role as an assassin of the enemies leaders. Archer is extremely against it and the two clash, which eventually leads to him blurting out in spite the secret Fire wished never to be said: that she killed her own father. While Fire loved Cansrel, she also recognized his evil heart and twisted mind. She takes it upon herself to murder him and make it look like suicide, knowing she's the only one who can stop him. Fire is ashamed when this secret is revealed for many to hear, and she flees, eventually meeting the mother of her mother she never knew she had. Archer arrives soon after, disgusted by himself. He confesses he needs escape and time to think, so he goes in search of a young boy that has bothered Fire immensely. With his red eye, casual cruelty, and a voice that hurts her but entrances everyone else, she links him to the strange and thoughtless men that have been bothering her and the royal family with increased frequency. No one gives her much heed except Archer, who sees it as his responsibility after he wronged Fire. He leaves with her forgiveness and love. Soon after the gala arrives, and with Fire's help two leaders of the rebels are killed and much information is found. Primarily about a joint attack set by both rebel groups on King's City. Brigan had enough time to arrange his forces in response, and in the mayhem of the gala Fire is kidnapped. She is captured, drugged, and continuously shot on the mysterious boy's orders, who is revealed at one point to be a young Leck, the main antagonist in ""Graceling"". He confides that he wants to rule the Dells with Fire as his partner and equal. She refuses and escapes, only to find Archer's body. In rage she burns down Leck's estate, killing his mind slaves in the process. Alone and without supplies or heat she wanders, eventually meeting Leck. They struggle, and Leck tells her of a land across the mountains that hold many people like him, his home country which is the stage for ""Graceling"". In their struggle he falls into a crack in the mountain, and Fire prays he is finally dead. She wanders aimlessly afterward, caring little for her own life, and is saved by a horse, then rescued by villagers. She falls unconscious and reawakens among friends. Her hands are frost bitten and she has lost two fingers, and she despairs because she believes she will never play the fiddle again. She is transported back to King's City, and she remembers the name of the archer who killed Archer, a criminal named Jod. She recalls that he was indeed Archer's sire, having raped Brocker's wife on orders from King Nax. Fire arrives at a Fort Flood which is under attack, and meets Brigan. The two confess they are in love with each other, but Fire refuses to give into her feelings because she doesn't want to love him if he's ""only going to die."" He leaves for battle once more, and Fire is rocked with agony and worry for his safety. After living in relative seclusion while trying to process Archer's death and the loss of her fingers, Fire is brought to life again thanks to Garan. He convinces her to begin working in the hospitals relieving people of their pain and helping doctors with minor tasks. She comes to meet Nash, who she also wants to disconnect from because of his status as a soldier. He informs her that she is being silly, because death will come to all for many different reasons, not just war. She and Nash talk, coming to terms with the love they feel, even for their fathers. Fire meets Roen and Brocker who confide in her that Brigan is not really Nax's son but Brocker's, Roen and him having an affair that led to his banishment and the abuse he suffered on Nax's account. Fire, after fighting with this, comes to accept it. She meets Brigan at Fort Flood and the two reconcile, making love and coming to terms with all that they've lost and gained. Soon after, the rebels request a meeting under the pretense of peace. During they ask for Fire to be given to them, and after being refused Nash is shot. He lives and Brigan's army conquers, returning the Dells to relative peace. Fire returns to King's City hailed as a hero, much to her embarrassment. A ceremony to mourn Archer is held at Brocker's estate, and many return there to grieve his passing including Clara and Mila with their newborn babies, Aran and Liv, respectively. Mila tells Fire she has begun a relationship with Nash, and Fire is pleased, though she is uncommonly happy due to Archer's two babies. At Archer's ceremony she mourns both him and her father who she misses, but she also forgives herself for his murder. She plays a song on her fiddle that she has fought so hard to once again play. With one tune she lets out her sadness for those she cares about, dead and living.",0
26326144,Stranger in Paradise,Robert B. Parker,2008,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/05hgj"": ""Novel""}","In Stranger in Paradise, Wilson ""Crow"" Cromartie from Trouble in Paradise returns to the quiet town. On arrival he meets with Jesse Stone to let him know he’s in town looking for someone. Unfortunately Jesse cannot arrest him because the statute of limitations has run out for the Stiles Island robbery Crow was involved in ten years earlier that cost residents over $20 million in cash. And since Jesse has no evidence linking him to any of the murders, he has no choice but to let Crow go about his business. It turns out Crow is looking for a 14 year old girl named Amber Francisco. Amber is the daughter of Florida mob boss Louis Francisco, who employs Crow to find his daughter. Crow starts by searching her credit card record. He discovers that a flat screen television was purchased on the card. At the store where it was purchased, Crow poses as Amber’s father complaining that the television was never delivered. The clerk assures him that it was and gives him the address that it was delivered to. There he encounters the Horn Street gang, a group of young Latino gangbangers. He asks for the whereabouts of the girl, but when a gangbanger named Puerco tries to get tough, Crow shoots and kills him. The gang leader, Esteban, then gives up her location. At their home, Crow confronts Amber, and her mother Fiona. Fiona is a drunk, and when Amber gets disrespectful with Crow he slaps her across the face. Crow then calls Francisco in Florida to let him know that he has located the girl. Francisco orders Crow to murder Fiona and bring his daughter back to Florida. Crow, for some mysterious reason, refuses. Instead he calls Chief Stone and relates the story to him, even admitting the murder of Puerco, claiming self defense. Later when Amber’s boyfriend, the gangbanger Esteban, discovers who she is he contacts Francisco in Florida and accepts the contract on Fiona. Amber assists in the murder of her mother, luring her out back of their apartment. However, when she later discovers that Esteban also agreed to bring her back to her father in Florida, she runs away. Desperate to stay away from her creepy father, she calls Crow. Crow takes the girl to Chief Stone. Jesse puts her up in his condo, and has Jenn come over to help with her. Molly and Suit watch her during the day while Jenn and Jesse are working. Meanwhile, Francisco sends four mobsters up to Paradise to kill Crow. Crow discovers them immediately and starts picking them off one at a time. The police find a hotel key on the second victim, which leads them to one of the mobsters. When the police threaten to frame him for firing on the police when he was arrested, which would give him his third felony and a life sentence, he agrees to inform on his employer. From him they discover that Francisco has given the contract on Crow’s life to the Horn Street gang. They also discover that Francisco is on his way up to personally see that Crow is killed and to retrieve his daughter. Jesse and Crow then formulate a plan to catch the killers in the act. Amber calls Crow and asks her to meet him on the middle of a bridge. Jesse and Crow immediately know this is the setup. With the police standing by, Crow goes to the bridge. They have a Hollywood dummy with him dressed to look like Amber. The Horn Street gangbangers drive by and open fire on Crow who dives over the sea wall and disappears. Francisco and his men then open fire on the Horn Street gang. Immediately the police surround them, but before they are arrested one of the Florida mobsters named Romero walks up to Esteban and shoots him dead. Francisco then discovers that the dummy is not his daughter, and is hauled off to jail. After his release, he turns up dead in Florida along with two of his body guards. Although the police suspect Crow, he is nowhere to be found. Jesse suspects correctly that Crow is just in it for the excitement. Still rich from his Stiles Island caper ten years earlier, he involves himself in this situation simply to alleviate his boredom, and for sex. During his stay he beds Marcy Campbell, the hostage he protected ten years earlier, and Jesse’s right-hand woman Molly Crane while her husband and kids are away. Crow sees himself as an Apache warrior playing cowboys and Indians. And although Jesse feels some confliction about working with Crow, as he discusses with Dix, he wants to help Amber. He ends up getting some money for her from her father before he is murdered and then puts her up with Daisy Dyke and her wife. She seems unconcerned with her parents murders, and the novel ends with her having dinner with Jesse and Jenn.",0
26327923,Song for the Basilisk,Patricia A. McKillip,1998-09-01,"{""/m/01hmnh"": ""Fantasy""}","The sole survivor of a massacre, Caladrius, nicknamed Rook, has been living with the bards of Luly since the day he was rescued from the smoldering remains of his home. Despite falling in love and having a son, Caladrius is unable to make peace with his memories, and so ventures into the world to discover how his family was destroyed - and why. He learns his true name: he is Raven Tourmalyne from the house of Griffin, which was crushed by Arioso Pellior, the patriarch of the house of Basilisk and tyrant of the city of Berylon. In Berylon, Caladrius, who takes the name of Griffin, enters Pellior's house as a music teacher for Pellior's decidedly un-musical daughter. As Griffin tutors Damiet Pellior for an upcoming opera, the city's musicians hatch their own plots. Armed with his picochet, a single-stringed instrument played by peasants, and a small bone pipe, Griffin challenges the Basilisk and exacts his revenge. But his revenge is not complete. Arioso Pellior is stricken, but not dead. Pellior names his other daughter, Luna, a powerful magician who has been his apprentice all her life, as his heir. Unexpectedly, Luna declares that thirty-seven years of torturing Tourmalyne House are enough. Hearing this, her father dies of anger. Luna begins to help Caladrius restore Tourmalyne House.",0
26333084,Bug Jack Barron,Norman Spinrad,1985,"{""/m/06n90"": ""Science Fiction"", ""/m/05hgj"": ""Novel""}","The ""Bug Jack Barron"" show begins Wednesday evening with an on-air call from Rufus W. Johnson, who claims that the Foundation for Human Immortality refused to accept his assets as payment for a Freezer contract. Rufus accuses the Foundation of being a racist organization, unwilling to offer Freezer contracts to an African-Americans even if they have the $500,000 required payment. Jack Barron is appalled to hear this and makes several live calls using his studio Vidphone to hear all sides of Mr. Johnson's claim. He first calls Benedict Howards, but is told that he is unavailable. Jack is transferred to John Yarborough, Public Relations Director for the Foundation. Barron quickly dismisses Yarborough's counter-claims, and then calls the Governor of Mississippi, Lukas Greene. The Governor feels the Foundation is not only racist, but destined to abuse rights of one kind or another if they succeed in getting their Freezer Utility Bill through Congress. Should the bill pass, the Foundation would gain monopoly status. To stop this injustice, Greene supports a Public Freezer system, open to all Americans. Hoping not to anger the FCC (influenced by Benedict Howards and his supporters in Congress), Barron calls Senator Theodore Hennering, a supporter of Benedict Howards and his Freezer Utility bill. However, even though Barron gives the Senator ample chance to defend the Foundation and the Utility bill, the Senator appears nervous and does a very poor job convincing Barron and his audience that the Foundation is not a racist organization. The following day, Howards visits Jack in his office. They exchange casual threats to destroy each other, after which Howards requests Jack's support for his Freezer Utility bill in congress. Jack is insulted by this and refuses, but Howards continues by offering Jack a free Freezer Contract and immortal life. Though tempted, Jack refuses the bribe. Howards gives Jack more time to think about it, and leaves Jack to consider the offer. Howards later meets with his head of Personnel Research, to see if they can find information of any incidents in Jack Barron's that can be used to either coerce him to cooperate, or to discredit him publically. From that meeting, Howards deduces that Jack and Sara (his ex-wife) are still in love. He believes he can exploit that relationship to his benefit. Shortly afterwards, Howards calls Sara to his office, where he offers her a free Freezer contract, if she can get Jack to agree to the bribe. Sara is appalled by this. As part of the Social Justice Coalition (SJC), she despises Benedict Howards, but suddenly considers that it might work in her favor. Her plan is to tell Jack that Howards coerced her into service. That fact would infuriate Jack enough to destroy Howards, and allow them to rekindle their relationship. Back together, Sara dreams about being frozen together with Jack, and being revived together after an immortality treatment has been discovered. Upon waking up the next morning, Jack Barron receives a call from the Governor of California, Gregory Morris. To Jack's utter surprise, Morris suggests that Jack consider running as the next President of the United States. By having Jack as a candidate, Morris hopes to unify the SJC and the Republican party on a single political platform. He feels this is the only way to win against the Democratic party, even though he personally finds Jack and the SJC repulsive. Jack turns down the offer, in a derogatory manner. Even though Jack and Morris trade insults, Morris tells Jack to consider the offer. After the call, Jack immediately contacts his friend Lukas, and ""blips"" to him (that is, transmits to him as a digitally compressed file) a recording of his conversation with Morris. To Jack’s horror, Lukas actually likes the idea because he too sees the goal envisioned by Morris, and thinks Jack will be more than just a figurehead President. Jack then gets a call from Sara. She begs him to forgive her. He is shocked to hear this at first, but soon agrees to visit her, leaving his current girlfriend (who had been with him all night) in tears. Once he arrives at Sara’s apartment in the East Village, the two argue about why they broke up. But they soon reconcile, and Sara enthusiastically draws Jack into love-making. Together again, they return to his penthouse apartment, where Jack hopes to impress her. To some degree, Sara is an idealist (still like the girl she was in college) and is not impressed with the wealth that Jack has amassed as a celebrity. However, her plan to be reunited for eternity with Jack makes her tolerate the situation. They make love a second time. During his next show, Jack interviews Ms. Dolores Pulaski, a woman distraught because her father is dying of terminal cancer. She begs Jack to get her father into a Freezer so that he'll have a chance to be cured some day, and possibly receive an immortality treatment as well. Jack immediately makes an on-air call Benedict Howards, who ends up appearing insensitive during the ensuing conversation. During the commercial break, Howards is furious, but concedes to Jack’s previous demands, as long as Jack allows him to save face. They agree to discuss things later in private. The next day, Howards visits Jack's office and demands that Jack support the Utility Freezer Bill in exchange for a Freezer contract. But Jack doesn’t trust Howards, and gets him to admit that his foundation has already discovered an immortality treatment. Howards then agrees to give the same treatment to Jack and Sara, but Jack thinks Howards is still hiding something. He asks to know more about the treatment, but Howards refuses. In the end, Jack won’t sign, but Howards says he'll give Jack another twenty-four hours to reconsider. While Jack is on his way home, Sara receives a call from Howards. He reminds her that she must convince Jack to sign. This angers Sara, and makes her feel guilty about keeping secrets. When Jack returns home, she admits about being coerced, but asks to be forgiven. With a mutual confession of love, Jack and Sara commit themselves to ruining Howards together. The next day, Howards visits Jack again with new contracts for both Jack and Sara to sign. The new contracts not only guarantee being frozen, but also the treatment immortality. Howards gloats to himself about finally trapping Jack and Sara. Jack cannot see any drawback in the contract, and he and Sara agree to sign. Howards then desperately attempts to get Jack and Sara to receive their treatment immediately, but Jack puts him off, saying he prefers to wait for some time, although Sara cannot understand why they should wait. Early the next morning, Jack receives a call from Madge Hennering, the wife of the Senator who supported Howards. Senator Hennering had died since his last conversation with Jack, and his widow, very distraught, tells Jack that her husband had a bitter fight with Howards just prior to his death. She is convinced that her husband found out something terrible about the Foundation, and was killed by Howards to stop him from telling anyone. She begs Jack to help, but he refuses to believe her story. On the next broadcast of “Bug Jack Barron”, a man named Henry George Franklin calls in and complains that he sold his young daughter to some wealthy men for $500,000. Even though the men promised to provide his daughter with a better life, Henry claims he was duped, and wants Jack to help him get his daughter back. Jack finds Mr. Franklin’s plea contemptible, and quickly cuts him off. After the show, Jack feels that that episode wasn’t very good, but changes his mind after a call soon arrives from Howards. Howards is furious that Franklin was on the show, and threateningly tells Jack to abandon the story altogether. Jack can’t understand how Henry George Franklin can be a threat to Howards, and angrily tells Howards to back off. Intrigued by Howards' reaction, Jack flies to Evers, Mississippi, hoping to meet Franklin and speak with him. Jack was hoping to go alone and keep a low profile, but his plans are ruined by Lukas Greene, who stages a political rally at the airport as a prelude to Jack’s presidential run. Jack is upset, but leaves the airport with Lukas by limo, where Jack accuses Greene of selling out. Greene doesn’t listen, and says again that Jack is a good man, and can help the country by running for President. Unwilling to meet Franklin at the Governor’s mansion, Jack goes to see him in a restaurant located in a low-income neighborhood. Franklin is happy to see Jack, but Jack finds Franklin just as contemptible in person. Still, there is a mystery about the whole incident, and Barron agrees to help somehow. They start by walking to the Governor’s mansion, when a sniper kills Franklin. The sniper attempts to shoot Jack as well, be escapes unharmed due to the help of the local police. Jack tells the police he doesn’t know who tried to kill him, but quickly deduces that Benedict Howards must have been behind the shooting. With that assumption, Jack realizes that the Foundation must also be responsible for buying Franklin’s daughter. Jack later confirms his suspicion by using computer records to search for other children who are now missing. Upon his return home, Jack shares all his suspicions with Sara. They both assume Howards is responsible for the deaths of Hennering and Franklin. In addition, Jack believes the Foundation is buying young black children for some reason. To get to the bottom of the mystery, Jack unveils a plan. He and Sara will receive their immortality treatment, and make Howards think he really has them trapped. Then when Howards admits to all his crimes, Jack will use a concealed very small portable telephone to record the confession. Sara agrees, and is impressed by Jack risk-taking attitude. The two celebrate by having oral sex.",324
26338374,Boxing For Cuba,UNK,UNK,UNK,"The book begins with Vidal detailing his early childhood. Vidal discusses the turbulent marriage of his parents as well as the political turmoil when Castro overthrew Batista. He details his close relationship with his two brothers, Roberto and Juan Antonio, and the family’s relatively comfortable life in Camaguey in the 1950s. In the early sections of the book Vidal also takes the reader through the early life of his parents and the beginnings of a turbulent marriage, detailing his mother’s depression and destructive behavior as well as his father’s excessive desire for success. Vidal remembers the first days of Castro’s regime: watching Castro ride through the streets of a nearby town on a tank and being lifted by his parents to touch Castro’s hand. After those early days though, Vidal recounts how his life drastically changed. He narrates how soon people began to live in fear of Castro’s army and his spies, some of whom where neighbors or close friends of the Vidal’s. In September 1961, Marta and Roberto took their three boys to Havana, Cuba, in order to send their sons to the United States for safety. The Vidal boys left communist Cuba on September 29, 1961 with other Cuban children seeking exile through Operation Pedro Pan. Upon arrival in Miami, the Vidal boys expected to be picked up by family members who had already escaped Cuba and were living in Miami, but when no one arrived the three were taken to a temporary housing camp. Eventually the boys were moved to Sacred Heart Orphanage in Pueblo, Colorado. En route to Colorado the boys met Robert F. Kennedy, U.S. Attorney General at the time. In the span of two years, 10-year old Vidal had met two of the most influential men of the time. Vidal’s life at Sacred Heart Orphanage was plagued with fear of the harsh treatment of its caretaker and older boys, as well as the challenges of learning English and adjusting to the oddities of American culture. In their three years at Sacred Heart, the Vidal boys seemed to completely shed their Cuban heritage and become “real” Americans, even adopting the very American names “Bill,” “John,” and “Bob.” Not knowing when, if at all, their parents would ever escape Cuba to retrieve them, the boys adjusted as best they could to their new life in Pueblo. On April 11, 1964 the Vidal family was reunited after Marta and Roberto emigrated to Mexico and eventually the United States. The family relocated to Littleton, Colorado and then later moved into the city of Denver. Though free from the oppression and fear of Castro’s regime, the Vidal family faced innumerable challenges in their new lives in America. The family struggled financially and they were often the victims of hate and discrimination. Moreover, Marta and Roberto's marriage had greatly deteriorated adding to their erratic behavior. Vidal recounts his adolescence as an extremely turbulent time. Despite domestic hardship the Vidal family was successful – each member of the family took classes at the University of Colorado at Denver. After receiving his degree in engineering Bill went on to work for the Colorado Department of Transportation. He married his high school sweetheart, Christine, and together they had a boy and adopted two girls. Though he flourished professionally Vidal continued to struggle with his relationship with his parents and eventually in his marriage as well. Eventually Bill and Christine divorced. Years later Vidal remarried Gabriela, a Chilean immigrant also working for CDOT. Vidal credits Gabriela with inspiring him to reconnect with his family and his heritage. It is she who encourages him to return to Cuba in 2001 to try to face and understand his past. The book ends with Vidal returning to his childhood home to try to make sense of his life, and how very different it would be if he had not left as a 10-year old boy.",0
26339818,Virtual World,Chris Westwood,1996,"{""/m/03mfnf"": ""Young adult literature""}","Silicon Sphere is the new game with everything: dazzling super-real graphics, atmospheric sounds... but it also has a secret. Those who play it, like games freak Jack North, become so absorbed that it is as if they are hidden inside the game. Stranger still, elements from Silicon Sphere are starting to reproduce themselves in the real world. Jack thinks he is imagining it until other players start to disappear. By the time he realizes that this is no game, it is too late to make his way back.",0
26342598,The Autobiography of Malcolm X,Malcolm X,1965,"{""/m/0xdf"": ""Autobiography"", ""/m/017fp"": ""Biography""}","The Autobiography of Malcolm&nbsp;X is an account of the life of human rights activist Malcolm&nbsp;X, born Malcolm Little (1925–1965). It begins during his mother's pregnancy and describes his childhood in Michigan, the death of his father under questionable circumstances, and his mother's deteriorating mental health that resulted in her commitment to a psychiatric hospital. Little's young adulthood in Boston and New York City is covered, as is his involvement in organized crime that led to his arrest and subsequent eight- to ten-year prison sentence, of which he served six-and-a-half years (1946–1952). The book addresses his ministry with Elijah Muhammad and the Nation of Islam (1952–1963) and his emergence as the organization's national spokesman. It then documents his subsequent disillusionment with and departure from the Nation of Islam in March 1964, his conversion to orthodox Sunni Islam, his pilgrimage to Mecca, and his travels in Africa. After Malcolm&nbsp;X was assassinated in New York's Audubon Ballroom in February 1965, the book's coauthor, journalist Alex Haley, summarizes the last days of Malcolm&nbsp;X's life, and describes in detail their working agreement, including Haley's personal views on his subject, in the Autobiography's epilogue.",0
