id,title,author,published_date,categories,summary,page_count
245885,The Difference Engine,Bruce Sterling,1990-09,"{""/m/06n90"": ""Science Fiction"", ""/m/05hgj"": ""Novel"", ""/m/0mz2"": ""Alternate history"", ""/m/014dfn"": ""Speculative fiction"", ""/m/01hmnh"": ""Fantasy"", ""/m/06www"": ""Steampunk""}","The action of the story follows Sybil Gerard, a political courtesan and daughter of an executed Luddite leader (she is borrowed from Disraeli's novel Sybil); Edward ""Leviathan"" Mallory, a paleontologist and explorer; and Laurence Oliphant, a historical figure with a real career, as portrayed in the book, as a travel writer whose work was a cover for espionage activities ""undertaken in the service of Her Majesty"". Linking all their stories is the trail of a mysterious set of reportedly very powerful computer punch cards and the individuals fighting to obtain them; as is the case with special objects in several novels by Gibson, the punch cards are to some extent a MacGuffin. During the story, many characters come to believe that the punch cards are a gambling ""modus"", a programme that would allow the user to place consistently winning bets. This is in line with Ada Lovelace's historically documented penchant for gambling. Only in the last chapter is it revealed that the punched cards represent a program which proves two theorems which in reality would not be discovered until 1931 by Kurt Gödel. Lovelace delivers a lecture on the subject in France. Defending the cards, Mallory gathers his brothers and Ebenezer Fraser – a secret police officer – to fight the revolutionary Captain Swing who leads a London riot during ""the Stink"", a major episode of pollution in which London swelters under an inversion layer (comparable to the London Smog of December 1952). After the abortive uprising, Oliphant and Sybil Gerard meet at a cafe in Paris. Oliphant informs her that he is aware of her true identity, but will not pursue it, although he does want information that would compromise her seducer, Charles Egremont MP, now regarded as an obstacle to the strategies and political ambitions of Lords Brunel and Babbage. Sybil has longed for an opportunity for vengeance against Egremont, and the resultant political scandal destroys his parliamentary career and aspirations for a merit lordship. Oliphant also encounters a Manhattan-based group of feminist pantomime artists. After several vignettes that elaborate on the alternate historical origins of the world of The Difference Engine, Ada Lovelace delivers her lecture on Gödel's Theorem, as its counterpart is known in our world. She is chaperoned by Fraser, and castigated by Sybil Gerard, who is still unable to forgive Ada's father, the late Lord Byron, for his role in her own father's death. At the very end of the novel, there is a dystopian depiction of an alternate 1991 from the vantage point of Ada Lovelace. Throughout the novel's latter sections, there are references to an ""Eye"". At the end of the novel, human beings appear to have become digitized, ephemeral ciphers at the mercy of an all-powerful artificial intelligence.",0
246554,Forever Amber,Kathleen Winsor,UNK,UNK,"Forever Amber tells the story of orphaned Amber St. Clare, who makes her way up through the ranks of 17th century English society by sleeping with and/or marrying successively richer and more important men, while keeping her love for the one man she could never have. The novel includes portrayals of Restoration fashion, politics, and public disasters, including the plague and the Great Fire of London.",0
247964,Ethan of Athos,Lois McMaster Bujold,UNK,"{""/m/06n90"": ""Science Fiction"", ""/m/014dfn"": ""Speculative fiction"", ""/m/02xlf"": ""Fiction""}","It tells the story of Dr. Ethan Urquhart, Chief of Biology at the Severin District Reproduction Centre on the planet of Athos, and his quest to Kline Station to find out what happened to a shipment of vital ovarian tissue cultures. Athos was founded and maintained as an exclusively male-populated planetary colony, and a planetary religion and ideology supports this single-sex structure. Their continuing reproduction relies on uterine replicator technology and ovarian tissue cultures. However, after 200 years of service, the ovarian cultures introduced by the original colonists are deteriorating into senescence. The Population Council orders new ovarian cultures from another planet, Jackson's Whole, but upon delivery discover they have received an unusable mixture of dead and animal tissues. The Council appoints Ethan their planetary ambassador and sends him offworld in search of a fresh batch of tissue cultures, and (if possible) a refund from the original supplier, House Bharaputra. This is considered to be a very daring assignment as it means contact with women, who Athosians are taught are demonic and terrifying. This impression is only reinforced by the men who periodically move to their planet from the wider galaxy and report upon the horrors of womankind. Ethan's first encounter with a woman occurs when he asks directions from Commander Elli Quinn, a rather unorthodox intelligence officer with the Dendarii Free Mercenary Fleet, who is on home leave for the first time in ten years. Many men stare at Quinn, though the reasons why are a mystery to Ethan (it turns out that Quinn's face was surgically reconstructed to be extremely beautiful). Ethan learns that women in general are not the monsters he was taught they were; they are as varied as men and range from honorable to devious to helpful to selfish. Ethan quickly gets embroiled in some trouble: he is attacked by military agents from Cetaganda who are seeking the fugitive Terrence Cee as well as the lost tissue cultures, but Elli rescues him. Terrence, who approaches Ethan with a request for asylum, turns out to be the last surviving creation (originally labelled as L-X-10-Terran-C) of a Cetagandan genetic project to create telepaths. Although his telepathy is reliable, it has a small range and can only be triggered for a short amount of time by ingesting large doses of the amino acid tyramine. Terrance’s female counterpart, Janine (J-9-X-Ceta-G), was killed in their escape, but he managed to preserve her body and convey it to Jackson's Whole, where he bribed House Bharaputra to splice her genes into the ovarian cultures that were purchased by Athos. Terrence had intended to escort the cultures to their destination on Athos but was delayed on his way to Kline Station, and is now horrified to learn that the cultures were stolen and replaced by the useless material that ultimately arrived on Athos. After Terrence's departure from Jackson's Whole, the Cetagandans attacked House Bharaputra, killed the researchers who had worked with him, and destroyed their records. These Cetagandans then followed him to Kline Station, and are the same agents who attacked Ethan. In turn, the Bharaputrans hired Elli to track down the Cetagandan agents, although she is also gathering information for the Dendarii. It turns out that for petty personal reasons, a minor official on Kline Station ""threw out"" the Bharaputran tissue cultures that contained Janine's genes. Elli defeats the Cetagandans and attempts to recruit Terrence to the Dendarii, but he is far more attracted to the isolated, uncomplicated life on Athos. He does give Elli a small genetic sample to take back to the Dendarii, but not before Ethan asks her for (and receives) one of her ovaries to create a new tissue culture. After her departure, the original Bharaputran shipment unexpectedly turns up intact and usable, not destroyed. Ethan buys a new set of ovarian cultures anyway as a cover, uses their packaging to relabel the cultures with Janine's genes, and returns with them and Terrence to Athos. Elli's donated ovary culture is an additional, 451st culture. [Note: The events of the novel are obliquely referred to in the novels Cetaganda and Borders of Infinity.]",0
248364,The Blind Assassin,Margaret Atwood,2000-09-02,"{""/m/02xlf"": ""Fiction""}","The novel centres on the protagonist, Iris Chase, and her sister Laura, who grow up well-off but motherless in a small town in Southern Ontario. As an old woman, Iris recalls the events and relationships of her childhood, youth and middle age, including her unhappy marriage to Toronto businessman Richard Griffen. The book includes a novel-within-a-novel, a roman à clef attributed to Laura but published by Iris. It's about Alex Thomas, a politically radical author of pulp science fiction who has an ambiguous relationship with the sisters. That embedded story itself contains a third tale, the eponymous Blind Assassin, a science fiction story told by Alex's fictional counterpart to the second novel's protagonist, believed to be Laura's fictional counterpart. The novel takes the form of a gradual revelation illuminating both Iris' youth and her old age before coming to the pivotal events of her and Laura's lives around the time of the Second World War. As the novel unfolds, and the novel-within-a-novel becomes ever more obviously inspired by real events, we learn that it is Iris, not Laura, who is the novel-within-a-novel's true author and protagonist. Though the novel-within-a-novel had long been believed to be inspired by Laura's romance with Alex, it is revealed that The Blind Assassin was written by Iris based on her extramarital affair with Alex. Iris later published the work in Laura's name after Laura committed suicide upon learning of their affair. The novel ends as Iris dies, leaving the truth to be discovered in her unpublished autobiography that she leaves to her sole surviving granddaughter. The book is set in the fictional Ontario town of Port Ticonderoga and in the Toronto of the 1930s and 1940s. It is a work of historical fiction with the major events of Canadian history forming an important backdrop. Greater verisimilitude is given by a series of newspaper articles commenting on events and on the novel's characters from a distance.",0
249452,Red Harvest,Dashiell Hammett,UNK,"{""/m/02n4kr"": ""Mystery"", ""/m/028v3"": ""Detective fiction"", ""/m/02xlf"": ""Fiction"", ""/m/0c3351"": ""Suspense""}","The Continental Op is called to Personville (known as ""Poisonville"" to the locals) by Donald Willsson, who is murdered before the Op has a chance to meet with him. The Op begins work on the murder and meets with Willsson's father, Elihu, a local industrialist who has found his control of the city threatened by several competing gangs he himself had originally invited into his city to ""resolve"" a labor dispute. The Op extracts a promise and a signed letter from Elihu that pays the Continental Detective Agency, the Op's employer, $10,000 in exchange for cleaning up the city. When the Op solves Donald's murder, Elihu tries to renege on the deal, but the Op won't allow him to do so. In the meantime, the Op finds himself spending time with Dinah Brand, a possible love interest of Donald Willsson's as well as a moll for the local gangster Max ""Whisper"" Thaler. Between Brand and the crooked chief of police, Noonan, the Op manages to extract and spread most of the information he needs to set off a gang war among the four major local factions. He wakes up the next morning to find Brand stabbed to death with the icepick the Op had used the previous evening, with no visible signs of forced entry. The Op ends up a suspect sought by the police for this murder, and one of his fellow operatives ends up leaving Personville because he is uncertain of the Op's innocence. The story ends as the Op finds Reno Starkey, the only one of the four main gangsters still alive, bleeding from a gunshot wound. Reno reveals that it was he who stabbed Brand, and that when she fell she collided with the semi-conscious Op, coincidentally landing in a position which made the Op look like the culprit. Reno has also just killed Whisper, and after he dies himself, Elihu can restore his control over the town.",0
249745,The Jealous God,John Braine,UNK,UNK,"Vincent Dungarvan is a history teacher at a Catholic school for boys. Whereas his two brothers Matthew and Paul have been married with children for many years, Vincent is still single and living at home with his widowed mother, who is also a teacher. At 30 he is still a virgin. He has gone out with one or two nice Catholic girls but has rejected them when he found them too superficial and boring. One day, in the local library, he encounters Laura, a new librarian. Fascinated by her good looks and driven by, as he sees it, sinful desire, he is for once able to overcome his shyness and asks her out. Laura accepts, they immediately fall in love with each other and start dating on a regular basis. However, he prefers not to tell his possessive mother about her let alone invite her home. In the course of the following weeks Vincent's life is shattered by a number of revelations concerning Laura. He is disappointed when she tells him that she is a and that, on top of that, she has stopped going to church altogether. What is more, through a deliberate indiscretion by Laura's flatmate Ruth, he learns that Laura is divorced. For him as a Catholic, this means that he is seeing a married woman, and both his guilt and his helplessness about the situation increase enormously. Accordingly, they break up their relationship. Surprisingly, soon afterwards Vincent loses his virginity with Maureen, his sister-in-law, while his brother Matthew has gone out and the children are asleep. On the following morning, back at his mother's, he recollects what happened the previous evening: […] He had deliberately denied himself the one pleasure that had the power to transform his very notion of pleasure; he had committed all the other sins because of indolence or indifference, never stopping to calculate the price. He smiled; it was the same for the sin you enjoyed as the sin that you didn't. To spend the day talking to schoolboys about James I was, he reflected over his scrambled eggs, an anticlimax […]. He smiled to himself: if he had been a savage he'd have been entitled to wear some special insignia […]. ""I'm glad you're so cheerful,"" his mother said. ""It was something in the Guardian,"" he said. That very day, Vincent has an appointment with a senior clergyman about his vocation and once and for all makes up his mind not to become a priest. He also decides to see Laura again. In the meantime she has settled down in a flat of her own, and this is where they have sex for the first time, without Vincent confessing to Laura that he has recently made love to his own sister-in-law. When, some weeks later, Maureen announces that she is pregnant again, he is of course afraid that he might be the father of her baby. Out of jealousy, Maureen writes Laura&#39;s ex-husband Robert an anonymous letter, urging him to make up with his wife again. Vincent and Laura split up again as Laura is not certain about her husband&#39;s intentions. In the end two instances of deus ex machina resolve the complicated situation. First, Maureen has a miscarriage, freeing Vincent of any doubt that he might have fathered an illegitimate child. Then Robert commits suicide, paving the way for a Catholic wedding between Vincent and Laura, who are planning to leave the past behind and start a new life somewhere else. *&#34;Muyah! There&#39;s no friendship between grown men and grown women, and no one can tell me different.&#34; (See also When Harry Met Sally....)",0
249894,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,1998,"{""/m/02xlf"": ""Fiction""}","Allegorically, Who Moved My Cheese? features four characters: two mice, ""Sniff"" and ""Scurry,"" and two littlepeople, miniature humans in essence, ""Hem"" and ""Haw."" They live in a maze, a representation of one's environment, and look for cheese, representative of happiness and success. Initially without cheese, each group, the mice and humans, paired off and traveled the lengthy corridors searching for cheese. One day both groups happen upon a cheese-filled corridor at ""Cheese Station C"". Content with their find, the humans establish routines around their daily intake of cheese, slowly becoming arrogant in the process. One day Sniff and Scurry arrive at Cheese Station C to find no cheese left, but they are not surprised. Noticing the cheese supply dwindling, they have mentally prepared beforehand for the arduous but inevitable task of finding more cheese. Leaving Cheese Station C behind, they begin their hunt for new cheese together. Later that day, Hem and Haw arrive at Cheese Station C only to find the same thing, no cheese. Angered and annoyed, Hem demands, ""Who moved my cheese?"" The humans have counted on the cheese supply to be constant, and so are unprepared for this eventuality. After deciding that the cheese is indeed gone they get angry at the unfairness of the situation and both go home starved. Returning the next day, Hem and Haw find the same cheeseless place. Starting to realize the situation at hand, Haw thinks of a search for new cheese. But Hem is dead set in his victimized mindset and dismisses the proposal. Meanwhile, Sniff and Scurry have found ""Cheese Station N"", new cheese. Back at Cheese Station C, Hem and Haw are affected by their lack of cheese and blame each other for their problem. Hoping to change, Haw again proposes a search for new cheese. However, Hem is comforted by his old routine and is frightened about the unknown. He knocks the idea again. After a while of being in denial, the humans remain without cheese. One day, having discovered his debilitating fears, Haw begins to chuckle at the situation and stops taking himself so seriously. Realizing he should simply move on, Haw enters the maze, but not before chiseling ""If You Do Not Change, You Can Become Extinct"" on the wall of Cheese Station C for his friend to ponder. Still fearful of his trek, Haw jots ""What Would You Do If You Weren't Afraid?"" on the wall and, after thinking about that, he begins his venture. Still plagued with worry (perhaps he has waited too long to begin his search...), Haw finds some bits of cheese that nourishes him and he is able to continue his search. Haw realizes that the cheese has not suddenly vanished, but has dwindled from continual eating. After a stop at an empty cheese station, Haw begins worrying about the unknown again. Brushing aside his fears, Haw's new mindset allows him to again enjoy life. He has even begun to smile again! He is realizing that ""When you move beyond your fear, you feel free."" After another empty cheese station, Haw decides to go back for Hem with the few bits of new cheese he has managed to find. Uncompromising, Hem refuses the new cheese, to his friend's disappointment. With knowledge learned along the way, Haw heads back into the maze. Getting deeper into the maze, inspired by bits of new cheese here and there, Haw leaves a trail of writings on the wall (""The Handwriting On the Wall""). These clarify his own thinking and give him hope that his friend will find aid in them during his search for new cheese. Still traveling, Haw one day comes across Cheese Station N, abundant with cheese, including some varieties that are strange to him, and he realizes he has found what he is looking for. After eating, Haw reflects on his experience. He ponders a return to see his old friend. But Haw decides to let Hem find his own way. Finding the largest wall in Cheese Station N, he writes: :Change Happens :They Keep Moving The Cheese :Anticipate Change :Get Ready For The Cheese To Move :Monitor Change :Smell The Cheese Often So You Know When It Is Getting Old :Adapt To Change Quickly :The Quicker You Let Go Of Old Cheese, The Sooner You Can Enjoy New Cheese :Change :Move With The Cheese :Enjoy Change! :Savor The Adventure And Enjoy The Taste Of New Cheese! :Be Ready To Change Quickly And Enjoy It Again :They Keep Moving The Cheese. Cautious from past experience, Haw now inspects Cheese Station N daily and explores different parts of the maze regularly to prevent any complacency from setting in. After hearing movement in the maze one day, Haw realizes someone is approaching the station. Unsure, Haw hopes that it is his friend Hem who has found the way.",0
250448,The Odyssey: A Modern Sequel,UNK,UNK,UNK,"Odysseus (Ulysses) returns to Ithaca and decides to undertake new adventures after he quickly becomes unsatisfied with his quiet family life. First he travels to Sparta to save Helen, the wife of the king of Sparta Menelaus, whose abduction by Paris had led to the Trojan War. He goes to Crete where a conspiracy dethrones the king. There he abandons Helen and continues to Egypt where again a workers' uprising takes place. He leaves again on a journey up the Nile eventually stopping at the lake-source. Upon arrival his companions set up camp and he climbs the mountain in order to concentrate on his god. Upon his return to the lake he sets up his city based on the commandments of his religion. The city is soon destroyed by an earthquake. Odysseus laments his failure to understand the true meaning of god with the sacrifice of his companions. His life transforms into that of an ascetic. Odysseus meets Motherth (an incarnation of the Buddha), Kapetan Enas (English: Captain Sole), alias Don Quixote, and an African village fisherman, alias Jesus. He travels further south in Africa while constantly spreading his religion and fighting the advances of death. Eventually he travels to Antarctica and lives with villagers for a year until an iceberg kills him. His death is glorious as it marks his rebirth and unification with the world.",0
250478,Lord Edgware Dies,Agatha Christie,UNK,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery"", ""/m/0dwly"": ""Children's literature"", ""/m/02xlf"": ""Fiction"", ""/m/0c3351"": ""Suspense""}","Jane Wilkinson, an actress, is suspected of murdering her husband, the fourth Baron Edgware, so that she can marry the Duke of Merton. The plot begins with Jane asking Poirot to convince her husband to agree to a divorce. When Poirot reluctantly does so, Edgware says that he has already agreed to a divorce and written a letter to Jane informing her of the fact. When Poirot reports this to Jane, she denies ever having received such a letter. Lord Edgware is portrayed as a rather unsympathetic character. On the night of the murder, Wilkinson supposedly goes to the Edgware house, announces herself to the butler, and goes into her husband's study. The next day, Lord Edgware is found murdered and Chief Inspector Japp tells Poirot all about it. Numerous friends and acquaintances of Jane have described her as amoral, someone who only thinks of herself and would certainly commit a crime if it would help her get what she wants, without a care for others. But in that morning's newspaper, they discover an article about a dinner party that was held the previous evening where Wilkinson was a guest. At the party, there were thirteen guests at the dinner table. One guest mentioned that thirteen people at table means bad luck for the first guest to rise from the table (hence the alternative title of the book, Thirteen At Dinner) and Jane Wilkinson was the first to rise. Among the guests is an actor named Donald Ross, who spent a lot of the evening speaking with Jane. So the police are, at first, baffled with the case, as is Poirot. On the same morning Lord Edgware's murder is discovered, comedienne/actress Carlotta Adams, known for her uncanny impersonations, is found dead due to an overdose of Veronal. A mysterious gold case with the sleeping powder in it is found among her possessions. The case bears an inscription reading: ""From D, Paris, November, 10th Sweet Dreams"". Poirot tries to decode this and arranges the evidence together. A few days later, Jane makes an appearance at another dinner party where the guests talk about Paris of Troy. However, the Jane Wilkinson at this dinner party thinks that the guests, again including actor Donald Ross, are referring to the French capital. Ross can't understand this because, at the party on the night of the murder, Jane was speaking knowledgeably about the mythological Paris. Ross goes to ring up Poirot about his discovery, but before he can say what he discovered, he is stabbed to death at his home, but Poirot is on the verge of solving the case, anyway. Poirot gathers the suspects and details the trajectory of the crimes (the three murders): With Carlotta Adams impersonating Wilkinson, Jane simply takes a taxi to the Edgware house, where she murders her husband. She is overseen by her husband's secretary but the secretary's vision and impartiality were called into question at trial. Later, Jane (in the person of ""Mrs Van Dusen"", an elderly American widow) and Carlotta meet up in a hotel where they toast Carlotta's successful ""performance"" and ostensibly so Jane can pay Carlotta. However, Jane slips Veronal into Carlotta's drink, and Adams dies. Jane discovers a letter Carlotta has written to her sister and is panicked by how Carlotta talks openly in the letter about their arrangement. Rather than destroy the letter, Jane sees a way she can use the letter to her advantage. At the top left hand corner of the second page is the word ""she"" (referring to Jane); she tears off the ""s"", leaving the word ""he"", making it seem a man had hired Carlotta. Jane then puts the remaining Veronal inside the gold case to make it seem Carlotta was a Veronal addict. Jane ordered the gold case the week prior (as ""Mrs Van Dusen""), which Poirot discovers when he questions the engravers. Poirot also realises that ""November"" was engraved on the case specifically to throw him off. Unbeknownst to Jane, Carlotta had been knowledgeable about Greek mythology, so she talked a lot about the subject with Donald Ross. At the second dinner party, Jane realizes she's made a potentially very serious mistake about Paris, leaves the party and heads to Ross's home to kill him before he can tell Poirot. Her motive for killing Lord Edgware was because the Duke of Merton was a staunch Anglo-Catholic and would not marry a divorced woman; a widow, however, is a different matter. In the last chapter, she writes a letter to Poirot, remarkably devoid of any animosity, which ends with her wondering why hangings are not done in public anymore.",0
250486,The Mirror Crack'd from Side to Side,Agatha Christie,UNK,"{""/m/0463v20"": ""Cozy"", ""/m/0lsxr"": ""Crime Fiction""}","Marina Gregg is a famous, temperamental, much loved movie star who has come to settle down in the village of St. Mary Mead after the death of Colonel Bantry, who used to live at Gossington Hall where Marina has taken up residence with her husband Jason Rudd. Heather Badcock, an ordinary albeit annoying woman, dies after drinking a cocktail at a party hosted by Marina. Shortly before her death, Heather was in conversation with Marina, giving her a long boring account of how she had met Marina many years ago - getting out of bed despite her illness and putting on lots of makeup, in order to seek Marina's autograph. Marina is seem with a 'frozen'look on her face for a moment while Heather talks to her; a look likened to the Lady of Shalott, as though 'doom has come upon her'. It then comes to light that Marina had handed her own drink to Heather after Heather's drink was spilled. Therefore it is surmised that Marina must be the intended victim. As a famous star who has married five times, she is a far more likely murder target. Suspicion is cast on many people including Marina's seemingly devoted husband, a big-shot American TV producer who is a former admirer, and an American actress who was previously Marina's rival in love. (Both Americans turn up unexpectedly at the party). It also comes to light that an arty photographer at the party is actually one of three children that Marina had adopted in the past for a while and then 'got tired of' (Marina does not recognize her as such at the party). It is known that 11-12 years before the events in the book, Marina desperately wanted children of her own but had difficulties conceiving. After adopting three children, she became pregnant but her baby was born mentally handicapped and abandoned to a lifetime of institutions, leaving Marina emotionally scarred. This misfortune was due to Marina contracting German measles in the early stages of her pregnancy. While police search for clues, two other murders take place - one of Marina's social secretary and the other of Marina's butler (both of whom were serving drinks at the party). Finally, Miss Marple deduces what Marina had instantly realised at the party, that Heather is the woman who was responsible for infecting Marina with German measles all those years previously when she put on make up to cover the rash and went to meet Marina for her autograph. Overcome by rage and grief at seeing her unwitting tormentor looking so happy and proud of her act, Marina impulsively poisons her own glass and hands it to Heather after making Heather spill her own drink. At the end of the book, Marina is found dead from a drug overdose.",0
