id,title,author,published_date,categories,summary,page_count
10094894,Under the Hawthorn Tree,Marita Conlon-McKenna,UNK,"{""/m/0dwly"": ""Children's literature"", ""/m/02xlf"": ""Fiction""}","The novel tells the story of three siblings, Eily, Michael and Peggy O'Driscoll, who live in a small cottage in rural Ireland. At the opening of the book, in 1845, blight strikes the family potato plot. Their baby sister Bridget dies and is buried under the hawthorn tree in the garden: in Irish mythology, the hawthorn is linked with the otherworld. Their father goes to find work, and when he does not return for several days, their mother leaves to find him. After some time, the children accept that both are dead and take an arduous journey to their great-aunts' home hundreds of miles away.",0
10097776,Heart-Shaped Box: A Novel,Joe Hill,2007-02-13,"{""/m/014dfn"": ""Speculative fiction"", ""/m/03npn"": ""Horror""}","Aging rock star Judas Coyne spends his retirement collecting morbid memorabillia such as a witch's confession, a real snuff film and, after being sent an e-mail directly about the item online, a dead man's suit. He is told, by the daughter(whom he does not know at the time), that the old man's spirit is attached to this funeral suit. The ghost will go wherever it does and so buying this suit would effectively be buying a poltergeist; Judas cannot pass up this opportunity. The suit soon arrives in a heart-shaped box. Various odd occurrences alert Judas to the fact that the ghost is dangerous and is out to kill him and those around him. His assistant, Danny Wooten realizes that the ghost of the suit will try to kill everyone round Jude. He leaves Jude's service, but not before contacting the woman who sent the suit. Jude finds out that the ghost was the father of a groupie, Florida (it is later revealed that her real name is Anna), whom he dated for a few months and who had later committed suicide. The ghost wanted revenge on Jude for causing Anna's death, as he saw it. His current girlfriend, Georgia (whose name is actually Marybeth), refuses to leave and together they run from the house with the ghost chasing them. The ghost's intention is to keep Jude away from his two dogs, Angus and Bon, as it turns out that dogs, as familiars, can protect their owners from the dead. But Georgia insists on taking the dogs with them. The animals save the couple several times, but the ghost eventually manages to kill both dogs. Jude and Georgia investigate and find out the true story about Florida. She did not commit suicide because of the breakup between her and Jude. Florida had many emotional problems and Jude had tried to help her but, in the end, he gave up. The reason she was so unstable was that she was being hypnotized and molested by her stepfather, the now dead and ghostly, Craddock McDermott. When Florida left Jude she had nowhere to go but back to her twisted family, but eventually she threatened to contact Jude to have him help her escape the incestuous relationship and file charges against Craddock and her elder sister, Jessica. They drove her to suicide to prevent her from doing so. At a later point, Craddock, a man knowledgeable in the dark arts, realized he was dying and planned with Jessica to get revenge on Judas. They believed that Judas had ""ruined"" Florida by making her reject her family and their incest. Craddock hexed the suit; once he was dead, Jessica set the plan in motion. After a series of gory battles between Judas Coyne and Craddock McDermott, Georgia finds the way to bring Florida back from the grave and help Jude fight her stepfather. In the end, the evil Craddock is vanquished, freeing Jude and Georgia from his cruel curse. The two make it through the horrendous event and happily marry.",0
10098492,And Kill Once More,Ralph Salaway,UNK,"{""/m/0lsxr"": ""Crime Fiction""}","Kate Weston is worried about her friend Sandy Engle. Since her marriage to George Engle, the vivacious Sandy has practically become a recluse. Kate's suspicion that something is wrong leads her to hire what she thinks is a detective to pose as her boyfriend during a weekend house party at the Engle's estate high in the central California mountains. Instead of a detective, though—because of a manpower shortage at the Gregory Agency—Kate gets a stand-in: Marty Bowman, an L.A. lifeguard with vague ambitions of following in his brother's private-eye footsteps. The guests at the party seem to have little in common until George Engle turns up dead at the bottom of his swimming pool with Marty Bowman's lucky silver dollar clenched in his fist. The murder investigation by slow-moving local sheriff Frank Toland finds the thread that connects most of the guests: they were being blackmailed by George. Marty becomes the prime suspect in the murder and to save his own neck has to stay one step ahead of Toland. As he subtly conducts an independent investigation under Toland's nose, Marty discovers that in addition to blackmailing his house party guests—and many others—George has conned his wife into believing she has tuberculosis. Slipping past the guard of sheriff Toland's rookie assistant, Marty and Sandy pay an after-hours visit to a clinic in the valley, where Marty, with the help of an X-ray technician, proves to Sandy that her ill health is an illusion. After bar-hopping with a jubilant Sandy for the rest of the evening, Marty resists her drunken advances (and beds Kate instead). The next morning, however, Marty finds that Sandy too has been murdered. Unbeknownst to the sheriff, Sandy had retained possession of some of the evidence her husband had used to blackmail their guests, a fact that led George's murderer to kill once more. The murderer, sensing that Marty is closing in on the truth, sets for him the same underwater death trap used on George. Fortunately, Marty's familiarity with swimming pool hydraulics enables him to anticipate the trap, foil it, and turn the tables on the killer. A struggle ensues, followed by the climactic denouement.",0
10100068,Moribito: Guardian of the Spirit,Nahoko Uehashi,UNK,"{""/m/01hmnh"": ""Fantasy""}","Balsa, spearwoman and bodyguard, is a wandering warrior who has vowed to atone for eight deaths in her past by saving an equivalent number of lives. On her journey, she saves Prince Chagum, and is tasked with becoming his bodyguard. His own father, the emperor, has ordered his assassination. The two begin a perilous journey to ensure the survival of the prince. Balsa's complicated past begins to come to light and they uncover Chagum's mysterious connection to a legendary water spirit with the power to destroy the kingdom. At a time when nature still holds the civilizations of mankind in thrall, a single drought can spell the end of a society and doom its inhabitants to piteous deaths. Chagum has the power to stave off drought and bring new life to his empire. However, he is accused of being possessed by an evil spirit, and must be put to death by his own father's hand.",0
10106380,The Master Butchers Singing Club,Louise Erdrich,2003-02-04,"{""/m/02xlf"": ""Fiction"", ""/m/05hgj"": ""Novel""}","The novel begins at the end of World War I with Fidelis Waldvogel, a German sniper, returning to his hometown in defeated Germany from the battle lines. Fidelis seeks out Eva Kalb, the pregnant fiancée of his dear friend, Johannes, and informs her that her fiancé has died in the war. He tells Eva of his promise to Johannes, which is that he would marry and take care of her. She agrees, and soon the two are wed. Fidelis, a butcher by trade, leaves Germany by himself to emigrate to the United States in order to escape the immense poverty brought on by the war. He plans to travel to Seattle to set up a new life for his family, paying his way by selling German sausages. However his funds and sausages run out in Argus, North Dakota. Fidelis first works for the local butcher and then sets up his own butcher shop in Argus. He works hard until he can finally send for his wife, Eva, and her child, Franz. Delphine Watzka is the daughter of Roy Watzka, the town drunk, who grew up in Argus, North Dakota. Delphine never met her mother and leaves the town to become a vaudeville performer. Delphine meets and becomes attached to Cyprian, a World War I veteran. The two make money from an act where Delphine performs as a table upon which Cyprian balances. One day, after a performance, Delphine discovers Cyprian engaging in a sexual act with a man. This discovery changes their relationship, but the two remain together, posing as a married couple. The two return to Argus, where they stop to see Delphine's severely alcoholic father. There is an overpowering stench in Roy’s house, and in the process of cleaning the dwelling, Delphine and Cyprian discover the corpses of three people – two adults and one child – rotting in her father’s cellar. The three corpses are later revealed as the remains of the Chavers family. While attempting to unravel the mystery of the bodies in the cellar, as well as to eradicate the odor from the house, Delphine meets Eva. The two quickly become friends; Eva takes Delphine under her wing, allowing Delphine to work in the butcher shop, and mentoring her in many of the domestic skills Delphine had never learned. Eva learns that she has cancer, and despite medical treatments and Delphine’s nursing, her health deteriorates. Eva’s sister-in-law Tante (""aunt” in German) Maria Theresa arrives to assist the family with the various means of daily life. Tante and Delphine take an instant dislike to each other. During Eva’s painful final days, Tante destroys the morphine prescribed to assist her out of shame towards Eva’s dependency on the drug. In one of the most gripping sections of the novel, Delphine tries to find a doctor and pharmacist while Eva's pain becomes uncontrollable. Finally, Roy breaks into the pharmacy and obtains the morphine that Eva desperately needs. Soon after, Eva dies. Her death leads to the sobering of Roy, as she was one of the few people that was actually nice to him. Additionally, Delphine vows to raise Eva’s four boys and to assist Fidelis. Meanwhile, Albert Hock, town sheriff, has been investigating the Chavers case. Beads from Clarisse's dress that were embedded in the floor over the cellar becomes the means by which Hock attempts to blackmail Clarisse into becoming involved with him. She stabs the sheriff to death and flees to the Twin Cities. Tante and Cyprian both leave Argus. Tante returns to Germany with Erich and Emil. Cyprian returns to the life of the traveling performer. Both departures pave the way for a romance between Delphine and Fidelis, which eventually results in marriage. Roy Watzka dies, but not before revealing the truth behind the deaths of the Chavers family. They were left in the cellar as retribution towards Porky Chavers, the father, singing over Roy in Fidelis' singing club. Roy did not intend for them to die, but due to the after-effect of an alcohol-induced binge, he forgot they were in the basement. At the outbreak of World War II, Fidelis finds his family once again ravaged by war. His sons Franz and Markus both enlist in the United States Army, whereas his twin sons, Erich and Emil, enlist in the German military. Emil is quickly killed in the war, and his twin Erich is eventually captured by U.S. soldiers. He is transferred to a POW camp in the U.S. After Markus finds this out, he takes Fidelis there but Erich refuses to speak to either of them. Franz as well, on the American side, is gravely injured in an airplane accident, which eventually results in his death. On a post-war trip to Germany, at which Delphine and Fidelis attend an unveiling of a memorial to the bombing of Fidelis' home town, Fidelis falls ill. He dies on their return trip to Argus. The novel concludes with the revelation of Delphine’s true heritage, as told by the town scrap collector, Step-and-a-Half. Delphine was the biological daughter of Mrs. Shimek (Mazarine's mother). She had been abandoned when she was born and found in an outhouse by Step-and-a-Half. Step-and-a-Half gave her to Roy to raise.",0
10113441,Plot It Yourself,Rex Stout,UNK,"{""/m/028v3"": ""Detective fiction""}","Someone has been getting away with a different spin on plagiarism. It's the old scam – an unsuccessful author stealing ideas from an established source – but it's being worked differently. Now, the plagiarists are claiming that the well-known authors are stealing from them (as Wolfe puts it, ""plagiarism upside down.""). And they are making their claims stick: three successful claims in four years, one awaiting trial, and one that's just been made. These claims have damaged both the publishers and the authors. The Book Publishers of America (BPA) and the National Association of Authors and Dramatists (NAAD) form a joint committee to explore ways to stop the fraud, and the committee comes to Wolfe for help. The first four claims have shared certain characteristics: in the first, for example, the best selling author Ellen Sturdevant is accused by the virtually unknown Alice Porter of stealing a recent book's plot from a story that Porter sent her, asking her suggestions for improvement. Sturdevant ignores the accusation until Porter's manuscript is found in Sturdevant's house. The writing and publishing industry is convinced that the manuscript was planted, but the case was settled out of court. That scenario, with minor variations, is repeated four times, with other authors and by other plagiarists. The latest complaint has been made only recently, and the target of the complaint wonders when a manuscript will show up somewhere that it wasn't the day before. Wolfe's first step is to acquire and read the manuscripts that form the basis for the complaints. Wolfe's love of literature turns out to be useful in his investigation: from the internal evidence in the manuscripts, Wolfe concludes that they were all written by the same person. Aspects such as diction, punctuation and syntax – and, most convincingly, paragraphing – point Wolfe directly to the conclusion that one person wrote all the manuscripts. At first, this seems like progress, but then it becomes clear that it's the opposite. The task initially seemed to be to show that the first fraud inspired a sequence of copycats, and the universe of suspects was limited to the complainants. But now that Wolfe has determined that one person wrote all the fraudulent manuscripts, that one person could be anyone. Wolfe meets with the joint committee to discuss the situation. A committee member suggests that one of the plagiarists be offered money, along with a guarantee of immunity, to identify the manuscripts' actual author. The committee concurs, and asks Wolfe to arrange for the offer to be made to Simon Jacobs. The next day, Archie goes to make the offer to Jacobs, but finds Sergeant Purley Stebbins at the Jacobs apartment: Mr. Jacobs has been murdered, stabbed to death the night before. In short order, Archie discovers two more dead plagiarists. Wolfe blames himself for not taking steps to protect Jacobs and the others, who had been made targets by the plan to pay for information. The only one left is Alice Porter, who first worked the fraud successfully, and who is now repeating it with Amy Wynn and her publisher. Wolfe, concentrating on Porter, catches her in a contradiction that identifies the murderer for him.",0
10113468,Halloween,UNK,1979,"{""/m/03npn"": ""Horror""}","""The horror started on the eve of Samhain, in a foggy vale in northern Ireland, at the dawn of the Celtic race. And once started, it trod the earth forevermore, wreaking its savagery suddenly, swiftly, and with incredible ferocity"". The prologue of the novel takes place at the dawn of the Celtic race in Ireland and tells the story of a young 15-year-old disfigured boy named Enda who is passionately in love with the King Gwynwyll&#39;s daughter, Deirdre. After being severely humiliated for attempting to win her love Enda attacks and brutally slays Deirdre and her fiancé at a community ritual event on Halloween. Enda is immediately killed by the other members of the village and his soul cursed to wander the Earth forever, re-creating the events of that night. In Chapter 1 we flash forward to 1963 and witness several eerie interactions between little Michael Myers and his grandmother. The grandmother is concerned as her daughter, Edith, tells her that Michael has been admitting to hearing voices and having visions and nightmares (which are about the events that happened in the prologue with Enda and Deirdre). When Edith tells the grandmother that she had asked Michael about the voices, he replied, &#34; They tell me to say I hate people&#34;. There is also discussion between the grandmother and Michael&#39;s mother about Michael&#39;s great-grandfather who apparently committed some sort of undescribed violent act. &#34;I think there are enough similarities,&#34; says the concerned grandmother. Chapter 2 details Michael&#39;s experiences further. It is Halloween night 1963 and Michael, dressed in the infamous clown costume, is trick-or-treating with some neighborhood children. At some point during his trick-or-treating, he and the other children knock on the Myers home door hoping to receive some goodies. His sister Judy, opens the door and asks &#34;what are you going to do if I don&#39;t give you anything?&#34; to which Michael replies &#34;we&#39;re going to kill you&#34;. Shocked, Judy responds &#34;who said that? Michael Myers--was that you?&#34;. Michael replies &#34;I&#39;m not Michael Myers. I&#39;m a clown&#34;, already hinting at the transformation that has taken place. In Chapter 3, we get a look inside Michael&#39;s head. ""It was the voice. the voice stirred up the hatred. It had done so in his dreams and now it was doing it in real life. It had begun with the strange pictures in his head at night, pictures of people he had never seen--oh, maybe in comic books or on television, but never in real life. People in strange costumes, animal skins, armor, leather, drinking and dancing wildly around a fire. One couple in particular. They looked like Judy and Danny, madly in love with each other, dancing in a circle around a huge bonfire while he, Michael, stood in the crowd hating them, burning up with jealousy"". Chapter 4 details Michael&#39;s trial and sentencing. Details of Michael&#39;s experiences at the Smith&#39;s Grove &#34;Sanitarium&#34; are given. A conversation between Michael and Loomis gives further insight into Michael&#39;s personality. Additionally, strange &#34;occurrences&#34; take place which intrigue Dr. Loomis who gradually becomes aware of what he is dealing with: ""Every time Michael was slighted, or fancied he was, by a staff member or other inmate, some awful vengeance was visited upon the offending person. It might be a day, a week, a month later, but Michael got even. The problem for Loomis was that no one ever observed the boy doing it directly...a nurse who quarreled with Michael fell down the stairs two days later, fracturing her pelvis. A boy who borrowed a game from Michael and forgot to return it suffered a vicious rash that hospitalized him for a month"". Michael eventually commands the ward as neither the staff nor the other inmates dare to challenge or defy Michael for fear of retribution. Fifteen years later on Halloween 1978, Laurie Strode&#39;s realestate father asks her to place a key under the mat at the old Myers house so that he can show it to some prospective buyers. When Laurie places the key under the mat, unbeknownst to her, Michael is looking through a door window and sees Laurie for the first time. At that point, the reader learns that Michael targets Laurie because she reminds him of Judith. ""And as she turned her back on the house, a figure inside it, dark, shadowy, sidled up to the front door and pushed the tattered curtain aside with a knuckle. He watched the slim blonde toss her head and laugh as she raised her hands like a bogeyman to frighten her young companion. He breathed heavily, raspingly, as he watched the girl, and a memory entered his mind, the memory of another girl, another blonde, willowy and pretty. He remembered the trapped and frightened look in her eyes, and the futile, pathetic way she had raised her hands to protect herself. He followed the girl and boy with his gaze until they disappeared from view. Then he walked up the creaky stairs to the second floor and peered into the room where it had all happened...",0
10115129,Too Many Clients,Rex Stout,1960-10-28,"{""/m/02n4kr"": ""Mystery"", ""/m/028v3"": ""Detective fiction"", ""/m/02xlf"": ""Fiction"", ""/m/0c3351"": ""Suspense""}","A man who identifies himself as Thomas Yeager, head of Continental Plastics, asks Archie to ascertain whether he is being followed when he visits a certain address in one of New York's worst neighborhoods. When the real Yeager's body is found at an excavation site in the vicinity of that address, Archie crosses the threshold and finds a fantastically appointed love nest where Yeager secretly entertained many women. The case becomes more complicated when the daughter of the building superintendent is later killed; her novice attempts at blackmail provide Wolfe with critical evidence needed to solve both murders and earn a large fee, shoring up his low bank account balance. In short order, Wolfe and Archie find themselves beset by prospective clients: * the building superintendent and his wife, who want Archie to keep the police from harassing them (and, later, to catch their daughter's killer) * an actress, who offers to pay Archie to get her cigarette case out of the love nest * the directors of Continental Plastics, who want to keep the existence of that room from becoming public knowledge and causing a scandal * Yeager's widow, who expects Wolfe to solve her husband's murder even if it embarrasses the company",0
10116452,Better Angels,Howard V. Hendrix,1999-10-15,"{""/m/06n90"": ""Science Fiction"", ""/m/014dfn"": ""Speculative fiction""}","Better Angels is a prequel to Hendrix's earlier novels Lightpath and Standing Wave, filling in history about how the characters in those novels came to be who they are. ""Better angels"" is a phrase used by agents of organization Tetragrammatron to describe what they hope to make humanity into. Tetragrammatron is concerned with ensuring humanity's survival by creating a machine/human transcendences, turning humans into ""better angels"".",0
10117056,The Labyrinth Key,Howard V. Hendrix,2004-03,"{""/m/06n90"": ""Science Fiction"", ""/m/014dfn"": ""Speculative fiction""}","The backdrop for this story is an informational arms races between a future United States of America and China. Both countries are attempting to build a quantum computer, which they believe will be the ultimate information weapon, creating and breaking encryption schemes. One of the American investigators, Dr. Jaron L. Kwok, is mysteriously killed while in Hong Kong, and his mathematical understudy Ben Cho is ordered to pick up Kwok's investigation in an attempt to find out why and how he died. Running parallel to this storyline are the lives of Don Markham (known as Don Strum in Cybernesia)and Lu Mei-lin (also known as Marilyn Lu). Don is computer programmer whose work specializes in the virtual reality world Cybernesia. Lu is a forensic detective who works in Hong Kong. After Kwok's death in she is the leading detective on the case, called to Sha Tin by the Guoanbo, China's version of the CIA and its leader in the race for the quantum computer. At the time of Kwok's death a holocaust is disseminated throughout the world, showing the circumstances of the virtual reality world that he had died in. However, his death prompts not only the US and China, but multiple other organizations (from terrorists to secret societies) to go to any lengths for the chance to get binotech, the newest technology that reduplicates itself and stores a huge amount of information in tiny quantities.",0
