id,title,author,published_date,categories,summary,page_count
4715124,Die Vecna Die!,Steve Miller,UNK,"{""/m/06c9r"": ""Role-playing game""}","This adventure, and Vecna's multiverse-shattering plan contained within it, have been used by some D&D fans as an in-game explanation of the differences between the 2nd and 3rd editions of Dungeons & Dragons. The closing paragraph of the module reads as follows: :""Even with Vecna's removal, his time in the crux effected change in superspace. Though the Lady of Pain attempts to heal the damage, the turmoil spawned by Vecna's time in Sigil cannot be entirely erased. Some Outer Planes drift off and are forever lost, others collide and merge, while at least one Inner Plane runs ""aground"" on a distant world of the Prime. Moreover, the very nature of the Prime Material Plane itself is altered. Half-worlds like those attached to Tovag Baragu multiply a millionfold, taking on parallel realism in what was before a unified Prime Material Plane. The concept of alternate dimensions rears its metaphorical head, but doesn't yet solidify, and perhaps it never will. New realms, both near and far, are revealed and realms never previously imagined make themselves known. Entities long thought lost emerge once more, while other creatures, both great and small, are inexplicably eradicated. Some common spells begin to work differently. The changes do not occur immediately, but instead are revealed during the subsequent months. However, one thing remains clear: Nothing will ever be the same again.""",0
4722747,The Fire Engine That Disappeared,Per Wahlöö,1969,"{""/m/0lsxr"": ""Crime Fiction""}","A house fire, which kills three people, was about to be written off as the result of a tenant's gas suicide when a forensics officer discovers a firebomb in the rubble that would have certainly killed the tenant had he not killed himself. Beck and his team launch a manhunt for the tenant's partner-in-crime, but are perplexed when the partner-in-crime is found dead at the bottom of the sea.",0
4723744,Devil on My Back,UNK,UNK,"{""/m/06n90"": ""Science Fiction""}","In an ambiguous future, the Earth has gone through an unnamed ""Disaster"" and subsequent ""Age of Confusion."" During this, a group of scientists build a great self-controlled city called Arc One to house the survivors and save all human knowledge. Knowledge has been regulated to devices called ""info paks"" which enable the wearer to tap into Arc One's computer to access the information, but with a caveat: info paks may be rejected by the wearer. Those who reject the info paks become slaves, soldiers, or workers. Those who accept the info paks become Lords of the City, and the effective ruling class. Many generations later, the son of one of the leading Lords of the City, Tomi, is on his Access Day, the day when he first gets to receive his final info pak, and gain total access to Arc One's computer. Two of his close friends reject the info paks, and become a slave and a worker respectively. Sensing Tomi's discomfort with how his friends violently reacted against the info paks, Tomi's teacher prescribes recreation at Dreamland, a fantasy computer program. The next day, during a ceremony to honour the New Lords, the slaves rebel. Tomi is taken prisoner but manages to escape and hide in a garbage shute. However, when the soldiers arrive to gas his captors, Tomi loses consciousness and slides down the chute, emerging outside the City in a rapidly flowing river. In the outside world, Tomi encounters a primitive community living in freedom, and is confronted with shocking truths about the world he left behind.",0
4724214,Five Quarters of the Orange,Joanne Harris,2001,"{""/m/02xlf"": ""Fiction"", ""/m/05hgj"": ""Novel""}","The story is written from the point of view of Françoise Simon, an elderly widow, who moves into the village of Les Laveuses on the Loire to open a small restaurant. Her business is moderately successful locally, until a notable food critic brings it to prominence in a national magazine. This brings undue attention to Françoise and her business, and brings a visit from her nephew Yannick and his grasping wife, Laure, both eager to profit from Françoise's sudden popularity. But Françoise Simon is not quite who she claims to be. Her real name is Framboise Dartigen, and she is the only surviving child of Mirabelle Dartigen, a woman still remembered and hated for an incident that happened when Framboise was nine, during the Second World War. Framboise has been profoundly marked by this incident and the events leading up to it, and still feels the need to hide who she is. The arrival of Luc and Laure threatens the new life she has built for herself, and forces her to confront the past. Framboise, her brother Cassis and her sister Reine-Claude lost their father early. Their mother, Mirabelle Dartigen, was a difficult woman, prone to crippling migraines and mre tender with her fruit trees than with her own children. Faced with having to bring up three children and run a farm alone, Mirabelle had to be very tough; sadly, this toughness translated into a lack of outward affection towards her children. When the war came and the Germans occupied Les Laveuses, Mirabelle had to be tougher than ever; the children, with no-one to supervise them, ran wild, eventually falling under the spell of a young German soldier, Tomas, who first bribed them with black-market goods like oranges or chocolate, then manipulated them into secretly giving him information about their friends and neighbours. Framboise, the youngest child, who was nine at the time, and whose relationship with her mother was especially tortuous, became closest to Tomas, and now blames herself for the series of events that resulted in Tomas' death, the retribution killing of a dozen villagers by the Gestapo and Mirabelle's flight from the family home. Now, sixty years later, Framboise relives these traumatic events and tries to understand how they have shaped her life and relationships. Eventually, as the truth emerges, she learns how to face down the bullies who threaten her, as well as to forgive herself and her mother, to give herself permission to love, to reconnect with her two estranged daughters and to finally put the past to rest.",0
4725863,Round the Bend,Nevil Shute,UNK,"{""/m/02xlf"": ""Fiction""}","The novel is in the first person, seen through the eyes of Tom Cutter, an aircraft pilot, engineer, and entrepreneur. The novel starts with Cutter's boyhood—he gets a job with the Alan Cobham ""National Aviation Day"" flying circus, of barnstorming aircraft which take customers up for short joyrides, with other entertainment provided. Cutter meets Shaklin, a boy a little older than himself, half Chinese and half Russian but a British subject, and who even then has a deep interest in religion, taking days off to visit houses of worship. When the air circus folds, the two drift apart. Cutter apprentices in aviation engineering, and also learns to fly. He marries a co-worker named Beryl, and soon afterwards is posted overseas as a civilian to do military-related aviation work during World War II. While overseas, he learns his wife has been unfaithful. He is stern, but forgiving, in letters to her, but when she learns that he is soon to return, she commits suicide. Cutter blames himself. He cannot stand to return to his old job or remain in England, so he buys and rebuilds a small freight aircraft and flies it to Bahrain, then a British protectorate, to start a freight business. His services fills a need in the Persian Gulf, and he gradually expands, acquiring more aircraft but never incorporating his business. He keeps his business costs down by hiring no European staff, only what he calls Asiatics. Hired to take a load to Indonesia, he is surprised to find Shaklin there, working for a gunrunner who has been arrested by the Dutch, then in control of much of the country. Shaklin has maintained his interest in spirituality, but is also a very experienced engineer. Cutter is able to hire him and purchase the gunrunner's plane. Both prove major assets to his business. As Cutter retrieves the plane from a small village in Cambodia, he notes that Shaklin has become a religious leader of sorts there. Shaklin proves a major influence both on Cutter's staff, impressing on them the need for good and honest work, and on the local Arab community in Bahrain. Putting his teachings in terms of Islam and the Koran, he soon gains influence over the local sheikh, who offers Cutter a substantial interest-free loan for a large aircraft he needs. He accepts, and when he returns from Britain with the aircraft, finds that the authorities are very much upset about the transaction, decrying Shaklin's influence over the sheikh. Cutter does his best to soothe matters, but the British order Shaklin out of the area. In the interim, Connie's sister, Nadezna, has arrived to become Cutter's secretary. She and Cutter rapidly find themselves attracted to each other. Since one of Cutter's customers needs repeated trips to Australia, and since his Asian staff are not welcome in White Australia, Cutter sets up a forward base in the idyllic island of Bali, and assigns Shaklin to head the operations there, more as a sinecure than anything. One of the local girls is soon in unrequited love with him, while Shaklin busies himself learning about the local religion. Back in the Persian Gulf, Shaklin's expulsion has indirectly caused a more reasonable attitude by the British. Shaklin is now held in almost divine regard by the Arabs. The Sheikh's health has been failing, and he expresses a desire to see Shaklin before he dies. He and his entourage travel to Bali to visit Shaklin. This pilgrimage both inspires others to similarly travel—and stirs up the Dutch colonial administrators, who expel Shaklin from Indonesia. The Sheikh's doctor has expressed concerns about Shaklin's health, and he is soon diagnosed with leukemia--at that time a death sentence. Shaklin expresses the desire to travel about meeting with the aircraft technicians he has influenced, for by this time his fame has spread throughout Asia. He does so until he is too weak to continue, and then he is taken back to the Cambodian village where his teaching started, and where he dies. Given his following, and the fact that so many believe Shaklin divine, Nadezna feels it would be letting them down to marry and live an ordinary life. She goes back to the convent where she went to school, and works with the children, although she is not a Catholic. Cutter resolves to run his air service as a credit to Connie. Cutter is set the task of being one of six people who will write a set of Gospels about Shaklin's life—Cutter's volume of these new Scriptures is the book that has just been read. He still believes Shaklin merely human, but is willing to consider the possibility of him being divine. Shute believed Round the Bend to be his finest novel.http://www.reference.com/browse/wiki/Nevil_Shute",0
4726747,The Mummy Case,Barbara Mertz,1985,"{""/m/02n4kr"": ""Mystery"", ""/m/0hwxm"": ""Historical novel""}","Amelia and her husband, Professor Radcliffe Emerson, return to Egypt for the 1894-95 season to excavate the ruined pyramids of Mazghunah, which pale in comparison to the nearby dig at Dahshoor – but that is all Emerson could get after annoying the Department of Antiquities. On this trip, the Emersons bring along their young son Walter (aka Ramses) and his cat Bastet, along with a sturdy footman to keep Ramses out of trouble. This is Ramses' first trip to Egypt, after studying and hearing about it for all his young life. :Ramses got off his donkey. Squatting, he began to sift through the debris...[He] held up an object that looked like a broken branch. ""It is a femuw,"" he said in a trembling voice. ""Excuse me, Mama - a femur, I meant to say."" [...] :Ramses rose obediently. The warm breeze of the desert ruffled his hair. His eyes glowed with the fervor of a pilgrim who has finally reached the Holy City. (TMC, chapter 5) While in Cairo, Amelia hears rumors of a scrap of papyrus which no one will confess to owning, but which has the local antiquities dealers living in fear of the man who is after it. No sooner does the family settle in near their dig than they are paid a visit by a group of American missionaries who have set up shop nearby, then the rival archaeologist who did get permission to dig at Dahshoor, then a German noblewoman with more money than taste...and then a thief who steals one of the objects the Emersons find at Mazghunah, a mummy case.",0
4727280,The Last of the Jedi: A Tangled Web,Judy Blundell,UNK,"{""/m/06n90"": ""Science Fiction""}","Since Palpatine's takeover, he believes his power is absolute. He controls everything, including the senate. He is the leader of the evil Sith. And now he wishes to control Ferus. But Ferus does not want to help him, until Palpatine threatens those people closest to his heart. This leaves Ferus with no option but to help Palpatine. Palpatine wishes to use Ferus as an undercover agent - a double-agent. But can Ferus do this and keep his allegiance to the Jedi Order? This book was released in August 2006.",0
4733421,What Katy Did,Sarah Chauncey Woolsey,1872,"{""/m/0dwly"": ""Children's literature"", ""/m/01j1n2"": ""Coming of age""}","Twelve-year-old Katy Carr lives with her widowed father and her five brothers and sisters in a small midwestern town called Burnet. Her father, a doctor, is very busy and works long hours. The children are mostly cared for by their paternal Aunt Izzie, who is very particular, and something of a scold. Under these circumstances Katy, a bright, headstrong, hasty girl, can hardly avoid getting into mischief almost daily; however, she is unfailingly remorseful afterward. She dreams of someday doing something ""grand"" with her life - painting famous pictures, saving the lives of drowning people or leading a crusade on a white horse. At the same time, she wants to be ""beautiful, of course, and good if I can"". When her mother died four years earlier, Katy promised to be a little mother to her siblings; however, she leads them into all sorts of exciting adventures and is sometimes impatient and cross with them. When her Cousin Helen, an invalid, comes to visit, Katy is so enchanted by her beauty and kindness that on the day of Helen's departure she resolves to model herself on Helen ever afterward. The very next day, however, Katy wakes in an ill humour, quarrels with her aunt and pushes her little sister so hard that she falls down half a dozen steps. Afterwards, sulky and miserable, Katy decides to try out the new swing in the woodshed although Aunt Izzie has, for some reason, forbidden it. The swing is unsafe because one of the staples supporting it is cracked. Had Aunt Izzie explained this, ""all would have been right,"" but she believes that children should obey their elders without question. Katy swings as high as she can and, as she tries to graze the roof with her toes, the staple gives way. She falls hard, bruising her spine. The lively Katy is now bedridden, suffering terrible pain and bitterness. Her room is dark, dreary and cluttered with medicine bottles; when her brothers and sisters try to comfort her, she usually drives them away. However, a visit from Cousin Helen shows her that she must either learn to make the best of her situation or risk losing the love of her family. Helen tells Katy that she is now a student in the ""School of Pain"" where she will learn lessons in patience, cheerfulness, hopefulness, neatness and making the best of things. With Cousin Helen's help she makes her room tidy and nice to visit and gradually all the children gravitate to it, always coming in to see Katy whenever they can. She becomes the heart of the home, beloved by her family for her unfailing kindness and good cheer. After two years Aunt Izzie dies and Katy takes over the running of the household. At the end of four years, in a chapter called ""At Last"", she learns to walk again. The book includes several poems.",0
4734910,A Piece of Blue Sky,Jon Atack,1990-08-19,"{""/m/05h83"": ""Non-fiction""}","The book's 37 chapters are arranged into nine parts, plus introductory material, a preface by Russell Miller, author of Bare-faced Messiah, a bibliography, reference summary and index. Part 1 describes Atack's personal experience in the church. Parts 2&ndash;8 are a chronological history of L. Ron Hubbard, Dianetics and Scientology, researched from paper sources and interviews. Part 9 draws conclusions about the belief system of Scientology and its founder.",0
4736438,The Tattooed Potato and Other Clues,Ellen Raskin,1975,"{""/m/02n4kr"": ""Mystery"", ""/m/0dwly"": ""Children's literature""}","Seventeen-year-old Dickory Dock, an art-school student in Greenwich Village, answers an ad for a job as a painter's assistant at Number 12 Cobble Lane. The painter, Garson, evaluates and hires her; in her duties of cleaning paintbrushes and answering the door, she becomes involved in Garson's mysterious affairs, as well of those of his downstairs neighbors, Manny Mallomar and Shrimps Marinara. She befriends Garson's companion, a deaf, mentally handicapped man with the pseudonym of Isaac Bickerstaffe; her fellow student, George Washington III; and the Chief of Detectives of the NYPD, Joseph P. Quinn. When the latter begins asking for Garson's assistance as a sketch artist, Garson assumes the character of Inspector Noserag (whose name is an imperfect reversal of ""Garson""), and dubs Dickory his assistant, Sergeant Kod (likewise). The two work together to solve several cases, which divide the book into six sections of four chapters each: ""The Mystery in Number 12 Cobble Lane,"" ""The Case of the Horrible Hairdresser,"" ""The Case of the Face on the Five-Dollar Bill,"" ""The Case of the Full-Sized Midget,"" ""The Case of the Disguised Disguise,"" and ""The Case of the Confusing Corpus."" Meanwhile, Dickory learns more about the histories, motives and identities of all the people in and around Number 12 Cobble Lane.",0
