id,title,author,published_date,categories,summary,page_count
5236852,Thirteen Steps Down,UNK,UNK,"{""/m/05hgj"": ""Novel""}","Mix Cellini is a lonely, maladjusted young man who works for a company that repairs exercise equipment, and lives in the upstairs apartment of an old Victorian house on Notting Hill. While his reclusive landlady, Gwendoline Chawcer, spends her time reading and pondering lost loves, Mix grows dangerously obsessed with serial killer John Christie and a local model, Nerissa Nash, despite the fact that she hardly even acknowledges his existence.",0
5237219,Deep Secret,Diana Wynne Jones,1997,"{""/m/06n90"": ""Science Fiction"", ""/m/0dwly"": ""Children's literature"", ""/m/01hmnh"": ""Fantasy"", ""/m/014dfn"": ""Speculative fiction"", ""/m/02xlf"": ""Fiction""}","The multiverse, shaped like a figure eight, contains Ayeward (generally good, pro-magic) and Nayward (the opposite) worlds. It is the task of the magids to urge the worlds in an Ayewards direction. In Ayeward worlds, magids can operate openly. Earth is an exception; it is generally Ayeward, but magic is still difficult and mostly hidden. The narrative in this book is told variously from the point of view of Rupert Venables in his magid report, Maree Mallory's Thornlady computer files, and in an epilogue from Nick Mallory. Rupert Venables is Earth's junior Magid, though his day job is writing software. He is also responsible for the Koryfonic Empire, a collection of Ayewards worlds. The Koryfonic Empire's present emperor has made it a capital crime for his many banished children to discover their identities, and thus Rupert witnesses the execution of the emperor's eldest son for daring to discover his origins. When the Emperor is assassinated a short time later, no heir can be found and this creates a huge unwanted problem for Venables. Meanwhile, Earth's senior magid, Stan, has died. It is now Rupert's job to find a new magid. Stan has compiled a short list of five candidates for Venables to research and is allowed by the ""Upper Room"" to remain in an advisory role by hanging around as a disembodied voice in Venables' house and car. However, each magid candidate proves to be difficult to contact. Venables does encounter one of the British candidates, Maree Mallory, but their meeting is disastrous and he rejects her as a candidate. Using magid fateline methods, Venables draws the candidates together in an unlikely place: a science fiction convention in the fictitious town of Wantchester. Unfortunately, during the magid working to consolidate their fatelines, his peculiar inventor neighbor Andrew becomes tangled in the magical working and later accompanies Venables to Wantchester. Meanwhile, destitute Maree Mallory has been forced to move in with her uncle Ted Mallory, a horror writer, her hostile aunt Janine and their fourteen-year-old son, Nick. Ted is to be the guest of honor at the upcoming convention in Wantchester. Janine, Maree, and Nick are to accompany him, even though Venables has specifically prevented Maree from attending the con through a magic working. All arrive at the convention, where the reserved Venables is somewhat stunned at the bizarre nature of the convention and its attendees, particularly as it is housed in the strange, Escher-like Hotel Babylon, which appears to be centered on a powerful magical node. He seeks out each magid candidate, but is disappointed to find each of them entirely unsuitable. His opinion of Maree Mallory rises, however, as they encounter each other several times at the convention. Pleas for help from the unsettled Koryfonic Empire force Venables to cross over to the Ayewards world Thule to seek help from his magid brother Will. Maree and Nick unwittingly follow him through the gaps between worlds, nearly killing themselves in the process. Rupert is furious with them, but the placid Will decides to tell them all about magids and the multiverse. Afterward Will arrives at the Hotel Babylon in his car, but hits a centaur who arrives simultaneously from the Koryfonic Empire with a message for Rupert. Maree uses her veterinary skills to help heal the centaur Rob, something which reveals an unlikely bond between him, Maree and Nick. Rupert returns to the Koryfonic Empire to recover the heirs, but is thwarted in horrific ways by those who later prove to have been the emperor's assassins. What transpires after this is a comedy of mistaken identity, horrible violence and dark magic (including the increased influence of a bitter thornbush goddess), a trip into the bizarre, nightmarish land of Babylon, and the ultimate restoration of the Koryfonic Empire to its rightful ruler after his memory of himself is abruptly restored..",0
5237452,The Water's Lovely,Ruth Rendell,2006,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery""}","Ismay Sealand believes that her younger sister, Heather, murdered their stepfather Guy when they were teenagers. Ismay and her mother, Beatrix, returned from shopping for a new school uniform to find Guy drowned in his bath. Although both Ismay and her mother believe Heather drowned Guy - who was weak from a virus - they covered it up from the police. Ismay thinks Heather murdered Guy because he made sexual advances to her, Ismay, and Heather wished to protect her. In fact Ismay encouraged Guy's interest and hoped he would come to her bedroom and have sex with her. Now in their twenties, Ismay and Heather live in the same house, which has been divided into two flats. They live together in one, and their mother, who is emotionally traumatised and living in a world of her own lives with her sister Pamela in the other. They all remain haunted by what happened all those years ago. Ismay is desperately in love with Andrew Campbell-Sedge, who looks very like her dead stepfather, and who does not get on with Heather. Meanwhile, Edmund Litton's mother, Irene, tries to set him up with Marion Melville, a thin darting woman who has befriended a number of elderly people in the area. Horrified by this idea Edmund sets up a date with a woman who works in the catering department of the hospice where he works, Heather Sealand. Their date is more successful than expected and the two begin to fall in love. This causes a rift with Edmund's mother, especially when Edmund goes to stay overnight at Heather's flat. Ismay worries whether or not she should tell Edmund about Heather's past and, eventually, makes a tape telling him what she thinks happened when Guy drowned. She hides it in a box which formally contained the cassette 'Rainy Season Ragas' and puts it out of sight. Edmund and Heather's relationship causes another rift; this time between Ismay and Andrew. Andrew cannot stand Heather and Edmund being in ""our flat"". Andrew has a row with Edmund during which Edmund confronts Andrew with his knowledge of Andrew's infidelity. Afterwards Andrew splits up with Ismay and Edmund never again enters the flat. Edmund proposes to Heather and they become engaged and begin seeking a flat, staying with Irene in the meantime. Marion takes advantage of Irene's dislike of Heather and spends a lot of time with her, hoping to be included in her will. Marion has morphine sulphate in her bathroom cabinet and hopes to use it on one of her elderly ""friends"". Irene invites Marion for Christmas, and Marion meets Avice, an elderly lady who frets about leaving her rabbits at home alone. Marion is soon rabbit-sitting for Avice regularly. Fowler, Marion's homeless brother, sometimes visits her flat for a meal, drink or a bed for the night. On one visit he takes the strongest thing her can find from her bathroom cupboard. Edmund and Heather are married, and after a scene with Irene at the wedding, move out to a rented flat whilst they wait to complete the sale on a flat of their own. Ismay decides to destroy the recording she made for Edmund regarding Guy's death and puts it into her handbag in order to throw it away somewhere in London. Ismay is distraught, wandering around the places she and Andrew went at all hours of the night, she is also drinking heavily. She even confronts Andrew and his new flame, socialite Eva Simber and then has her bag stolen on the tube; the bag containing the tape she made for Edmund. Heather, convinced that Andrew would return to Ismay without the presence of Eva, begins to contact the young woman regularly, asking her to leave Andrew. Eva refuses to do so, although she speaks to Heather on the phone quite often all the same. Marion tries to kill Avice Conroy with her morphine, but discovers Fowler's robbery when Avice says her food tastes like cough mixture. She instead turns her attentions to Irene's neighbour, Barry Fenix, a retired 'civil servant' who loves all things relating to India. Eva Simber goes for her daily run and is murdered. Ismay discovers Heather had been in contact with her and thinks that Heather has killed Eva in order that Andrew would return to her. Ismay sits with Beatrix quite a lot whilst Pamela goes out with a man she has met on 'romance walks'. Although he will not spend any money to take her out and she does not much like his character, Pamela fancies him enough to become his lover. Marion tells Fowler that she is to become engaged and he leaves her an engagement present of a Marc Jacobs handbag he found in a West End bin and its contents, which include a tape, 'Rainy Season Ragas'. Pamela decides to end things with her lover, but when she does he becomes violent and beats her up and pushes her down the stairs of his flat. She is taken to hospital and Edmund and Heather move in with Beatrix to care for her. Ismay comes home from work to discover Andrew inside her flat, he has returned to her. She hides the fact that Edmund and Heather are currently living upstairs with her mother and the two are reconciled. Marion listens to the tape to see if it is suitable to play to Barry on a romantic evening and discovers what Ismay has said on it. She decides to blackmail Ismay, who is desperate to keep the tape's contents a secret from Andrew, who has decided to move in with her. Marion extorts several hundred pounds from Ismay and becomes engaged to Barry. When Marion boasts that she shall shortly be 'Mrs Barry Fenix', Ismay remembers the name in connection to Guy's death - Barry was the officer who led the investigation all those years ago. She tells Marion to stop the blackmail or she will tell Barry what she has been up to. Marion gives up her blackmail and she and Barry are married shortly after. Fowler blackmails Marion into giving him her flat. Following a teenager's arrest for the murder of Eva Simber, Ismay confronts Heather and asks her whether she killed Eva and Guy. Heather is shocked that Ismay could think she killed Eva but admits to killing Guy, not to protect Ismay but because he was sexually abusing her, Heather. Heather tells Ismay that Guy was no longer interested in pursuing her because she was 'obviously interested' in him and that Guy wanted someone who didn't want him, so he turned his attentions to Heather. Guy got into the bath that day and asked Heather to join him in the bubbles, saying ""the water's lovely"". Heather also tells Edmund of the murder she committed as a thirteen-year-old and he is deeply saddened by the information. The two head off for a belated honeymoon. Pamela is reconciled with a Michael, a former fiancé who left her after Guy's death, and the two plan to move in together and have Beatrix living with them. Ismay and Andrew get engaged and start looking for a shared home, too. On Boxing Day an earthquake in the Indian Ocean triggers a tsunami in Indonesia, Sri Lanka, India, and Thailand. Fearing for Heather and Edmund, who are honeymooning in Sumatra in Indonesia, Ismay asks Andrew to ring a friend who is a diplomat. There is a news report that four British citizens have been killed in a tsunami, but no names can be released until the next of kin have been informed. The next of kin are Heather's mother and Edmund's mother.",0
5239847,Le Complexe de Di,Dai Sijie,2003,"{""/m/05hgj"": ""Novel""}","The book follows Muo, a French psychoanalyst, who returns to China to rescue his university sweetheart. She is referred to as ""Volcano of the Old Moon"" (the characters of her family name represent ""old"" and ""moon,"" and her given name is composed of the characters for ""fire"" and ""mountain""); while her given name is never revealed, her initials are H.C. Volcano of the Old Moon never makes an appearance in the book, but is thought of often by Muo. (A reviewer noted the similarity to the device of J. D. Salinger in The Catcher in the Rye, where he refers to a Jane Gallagher who never appears.) The story is not always told chronologically. It sometimes tells where Muo is, then later accounts for how he reached a particular place. The book switches into the point of view of Muo by use of his journal entries or letters, but is otherwise written in the third person.",0
5241939,The Cherryh Odyssey,UNK,UNK,UNK,"The Cherryh Odyssey consists of eight analytical essays on C. J. Cherryh's works, four personal reflections, and a fifty-six page bibliography of Cherryh by Stan Szalewicz. Also included is a preface and a biography, ""The Literary Life of C.J. Cherryh"" by the editor, Edward Carmien. In ""Introduction: What We Do For Love"", science fiction author and scholar James Gunn explains how difficult it must have been for Cherryh to enter the male-dominated science fiction arena in the mid-1970s. He says that she wrote for the love of story-telling rather than for the money. Author and artist Jane Fancher, Cherryh's business and writing partner contributes a personal tribute, ""The Cherryh Legacy ... An Author's Perspective"" in which she relates Cherryh's childhood and her school and college years. At the age of ten, Cherryh started writing her own stories when Flash Gordon, her favorite TV program was cancelled. In this essay Fancher also analyses Cherryh's writing style, in particular a technique Cherryh calls ""Third Person Intense Internal"" (TPI-squared), in which the writer only narrates what the viewpoint character sees and thinks about. Betsy Wollheim, the daughter of Cherryh's first publisher, Donald A. Wollheim, gives another personal account of Cherryh in ""A Pioneer of the Mind"". Wollheim describes the relationship that developed between her father, also a science fiction writer, and Cherryh, and recounts Cherryh's passion for space travel that is reflected in many of her stories. In ""Oklahoma Launch"", author Bradley H. Sinor gives his views on Cherryh, who later became his friend and mentor. They both lived in Lawton, Oklahoma during their childhood, and crossed paths again at a University of Oklahoma science fiction club meeting. Translator and poet Burton Raffel explores the literary aspects of most of Cherryh’s science fiction novels in ""C.J. Cherryh's Fiction"". He describes Cherryh as ""a master of detail, tone, and emotional wallop."" ""A Great Deal in Sand: Hammerfall by C.J. Cherryh"" is an extract from author and critic John Clute's essay collection, Scores: Reviews 1993-2003. Here Clute analyses Cherryh's Gene War novels Hammerfall (2001) and its sequel Forge of Heaven (2004), and takes her writing to task, complaining about, amongst other things, the ""literal back-and-forth slog through the desert"" that dominates the story. Heather Stark in ""C.J. Cherryh: Is There Really Only One of Her?"" questions how one person can write so many books in thirty years. She also examines the ratio of Cherryh's science fiction to fantasy output, concluding that, in her opinion, Cherryh's science fiction works better than her fantasy. In contrast, academic Janice Bogstad praises Cherryh's fantasy in ""Shifting Ground: Subjectivities in Cherryh's Slavic Fantasy Trilogy"". Here Bogstad analyses Cherryh's Russian trilogy, Rusalka (1989), Chernevog (1990) and Yvgenie (1991), explaining how her use of magic ""complicates and questions typical high-fantasy tropes, particularly wizards and magic powers."" Bogstad maintains that Cherryh’s books are ""satires of their respective genres due to the conveyed intensity of the mental and emotional challenges the characters face in their out-of-the-ordinary experiences."" Critic J.G. Stinson explores how human characters in Cherryh's fiction cope with and adjust to alien cultures in ""The Human as Other in the Science Fiction Novels of C.J. Cherryh"". She shows how they ""all absorb elements of the thinking, behavior, and worldview of their 'adopted' cultures"", that gives readers a ""highly believable window into worlds and minds outside their own."" Janice C. Crosby analyses gender roles in Cherryh's four-book Morgaine Saga in her essay ""A Woman With a Mission; or, Why Vanye's Tale is Morgaine's Saga"". Cherryh's Hugo Award winning novel, Cyteen is the subject of two essays, ""Of Emorys and Warricks: Self-Creation in Cyteen"" by academic Susan Bernardo, and ""Dr. Ariane Emory, Sr.: Psychopath—Or Savior?"" by academic Elizabeth Romey. Both examine the relationship between a senior scientist Dr. Ariane Emory and her apprentice Justin Warrick at a research facility on the planet of Cyteen. The ""Selected Bibliography of C.J. Cherryh"" was compiled by Stan Szalewicz, a media librarian at Rider University in New Jersey, and is an in-depth 56-page document that comprises: *General biographical resources (interviews, essays and criticism) *Internet biographical resources *Novels, novellas and short stories by Cherryh *Other writing by Cherryh *A list of reviews of works by Cherryh",0
5243957,A Man Named Dave,Dave Pelzer,UNK,UNK,"The background childhood experiences reveal Dave's character traits as an adolescent and young man. The kind couple Dave treats as parents give him ample space to study these lessons from his past and to learn from them. It is when his father is dying of cancer that Dave attempts to reestablish contact with the man. The son's lifelong wish is to become a firefighter in the steps of his father. To accomplish that dream, Dave joins the Air Force, where he overcomes obstacles that would stop an ordinary man. But his determination pulls him past these obstacles in his quest for recognition. He becomes an in-flight fueling technician for the Air Force, a highly regarded job and, in the course of his career, he meets his first love. A rush into marriage proves disastrous, but his son, Stephen, is the result of that union. Dave's inability to trust another person is a partial reason for the failure of his marriage -- until he can finally come to terms with the facts of his childhood, he cannot give total trust to any relationship. Dave spends countless hours with his dying father, trying to untangle in his mind the web of broken family relationships. He attempts to sort out the whys of his mother's sad existence by deepening his ties to his father, but those answers do not unfold during this time. Much later, after his mother's death, Dave realizes that his mother's demonic tendencies were gleaned from her own childhood experiences. He is determined that his child will never know the exclusion he felt as The Child Called ""It.""",0
5245125,The Keys to the Street,Ruth Rendell,1996,"{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/02xlf"": ""Fiction"", ""/m/0c3351"": ""Suspense""}","Against the will of her boyfriend, Alistair, Mary Jago volunteers to donate bone marrow. He beats her after finding out, so she breaks up with him and goes house-sitting for a rich couple in London. Leslie Bean, an old dog-walker, comes there twice a day to take the shih tzu Gushi out along with five other dogs. Mary makes an appointment with Leo Nash, the leukemia patient whose life she prolonged. Although he's secretive about his private life and doesn't want her to see his brother she starts an affair with him, much to the dislike of Alistair. Homeless people live in and around Regent's Park, including Roman Ashton, who's actually rich but prefers the street life since his wife and children died in a traffic accident. When Effie, a homeless woman, finds a corpse over the spikes of the park gate, he makes an anonymous phone call to the police. The victim is John Dominic Cahill, a homeless Irishman known as Decker. The newspaper nickname the killer 'The Impaler'. A second victim follows: James ""Pharaoh"" Clancy, a homeless man who was always wearing keys around his neck. DI William Marnock starts suspecting Bean, because he has accused the victim of beating him up and had plans to pay Hob, a drug addict, to beat up Pharaoh. In the meantime Mary starts asking questions about Leo and his mysterious brother.",0
5245337,Kristin Lavransdatter,Sigrid Undset,UNK,UNK,"The cycle follows the life of Kristin Lavransdatter, a fictitious Norwegian woman living in the 14th century. Kristin grows up in Sil in Gudbrandsdalen, the daughter of a well-respected and affluent farmer. She experiences a number of conflicts in her relationships with her parents, and her husband Erlend, in medieval Norway. She finds comfort and conciliation in her Catholic faith. Kristin Lavransdatter is the daughter of Lavrans, a charismatic, respected nobleman in a rural area of Norway, and his wife Ragnfrid, who suffers from depression after the loss of three infant sons and the crippling of her younger daughter Ulvhild in an accident. Raised in a loving and devoutly religious family, Kristin develops a sensitive but willful character, defying her family in small and large ways. At an early age, she is exposed to various tragedies. After an attempted rape raises questions about her reputation, she is sent to Nonneseter Abbey, a Benedictine nunnery in Oslo, which proves to be a turning point in her life. Despite being betrothed since childhood to a neighboring landowner's son, Simon Darre, Kristin falls in love with Erlend Nikulaussøn, from the estate of Husaby in Trøndelag. Erlend has been excommunicated by the Roman Catholic Church for openly cohabitating with Eline, the wife of a prominent judge; she left her elderly husband to live with him, flouting both religious and social law. They have had two children together, Orm and Margret, who have no legal rights since they were born of an adulterous relationship. Erlend and Kristin begin a passionate romance which is sealed with Erlend's seduction of Kristin and their eventual complicity in Eline's death, both grievous sins in the eyes of Church and State. Lavrans forbids their relationship, but after three years of Kristin's defiance and the death of Ulvhild, he no longer has the strength to oppose Kristin. He consents to her marriage to Erlend. Erlend and Kristin are formally betrothed, but she becomes pregnant before the wedding. Out of shame, she keeps this a secret from everyone, including Erlend, and is wed with her hair loose and wearing the family bridal crown —- privileges reserved for virgin brides. This section of the trilogy is named for the golden wreath Kristin wears as a young girl, which is reserved for virgins of noble family. It symbolizes her innocent life before she meets Erlend; after he seduces her, she is no longer entitled to wear it, but does so out of fear of her sin coming to light. The second book opens with Kristin's arrival at Husaby. She is suffering from remorse for her sins and fears for her unborn child. Her relationship with Erlend is no longer the careless one of days past, as she can see that he is impetuous and wasteful of his possessions although his passion for her is unchanged. She gives birth to a son, Nikulaus (Naakkve for short), who to her surprise is healthy and whole in spite of the circumstances of his conception. After confessing to her parish priest, Kristin undertakes a pilgrimage to St. Olav's shrine in Trondheim to do penance and give thanks for her son's birth. She donates her golden wreath, which she wore undeservedly after her seduction by Erlend, to the shrine. Over the following years, Kristin and Erlend have six more sons together and Kristin becomes the head of the household. She must deal with her husband's weaknesses while running the estate, raising her children as well as those of Erlend's former mistress, and trying to remain faithful to her religion. During these years, her parents die and her remaining sister Ramborg is married to Simon Darre, although he secretly still loves Kristin. Ramborg is only fourteen when she is married, but has pushed for this wedding as she has loved Simon since her childhood. She understands little about what marriage means, particularly to a man who has been in love with someone else for many years. Erlend, impulsive to the point of recklessness, runs foul of the political powers of his time and is imprisoned. Through the efforts of Kristin's former fiancé, Simon, his life is spared but his property must be forfeited to the crown. Husaby is lost to them. The only property left to the family is Kristin's childhood farm, Jørundgård. Kristin, Erlend, and their children return to Jørundgård but fail to gain the acceptance of the community. Hardship forges strong family bonds and highlights Kristin's sense of obligations to her family and her faith. However, she and Erlend become estranged from Simon and Ramborg after Erlend and Ramborg become aware of Simon's continuing love for Kristin. Kristin becomes increasingly concerned about the future of her sons now that Erlend has lost their inheritance. After an argument on this subject in which she compares him unfavorably with her father, Erlend leaves the manor and settles at Haugen, the former home of his aunt Aashild. He and Kristin reunite there briefly during his absence after the dying Simon extracts a promise from Kristin to ask Erlend's forgiveness for her harsh words. They conceive an eighth son together, but Erlend refuses to return to the manor, instead insisting Kristin must move to Haugen to be with him. Kristin is very angry and hurt, and when she gives birth, she names her son Erlend. This is a terrible breach of custom, as local superstition maintains that children must not be named after living relatives or one of the two will die. In this way, she demonstrates that she considers her husband dead to her. The superstition is borne out, as the child weakens from the time he is given his father's name and soon dies. Due to the jealousy of her foreman's estranged wife, Kristin is publicly accused of adultery and complicity in the death of her child. Her sons rally around her, and Lavrans rides to inform Erlend. Erlend immediately sets out for Jorundgård, but upon his return to the farm he is accidentally slain in a confrontation with the locals and dies, without a confession to the priest, in Kristin's arms after asserting her innocence. After handing the farm over to her third son and his wife, Kristin returns to Trondheim, where she is accepted as a lay member of Rein Abbey. When the Black Death arrives in Norway in 1349, Kristin dedicates herself to nursing the ill after she learns that her two eldest sons have succumbed to the plague. Shortly afterwards she herself succumbs to the plague. Undset wrote a tetralogy, ""The Master of Hestviken"", which takes place around the same time as Kristin Lavransdatter. Kristin's parents make a brief appearance in this book, near the end of the part called ""The Snake Pit"". They are depicted as young married people, playing with their baby son. They are a happy and prosperous couple at their first home in Skog, before Kristin's birth. The unfortunate life of Olav, the main character of ""The Master of Hestviken"", stands in stark contrast to the happiness and good fortune of the young couple, though Kristin's parents eventually lose all their sons in infancy, and suffer many other misfortunes and sorrows.",0
5245466,"Johnny, My Friend",UNK,UNK,UNK,"Johnny, My Friend is narrated by 12-year-old Krille. Krille is a naive youth, having grown up in a safe, supporting family in 1950s Stockholm. A new boy, Johnny, appears in Krille's life, and quickly impresses the neighborhood boys with his bicycling prowess. His popularity aside, Johnny is a bit of a mystery, rarely saying anything about his life. The boys of the neighborhood do not know where he lives, and sometimes he disappears for long periods, only to turn up again without explanation. Krille determines to solve the mystery of Johnny. Johnny has got a secret, a big one, and Krill's going to discover it...",0
5245580,A Fine Dark Line,Joe R. Lansdale,2002-06-01,"{""/m/014dfn"": ""Speculative fiction"", ""/m/05hgj"": ""Novel""}","The story is told through the eyes of Stanley Mitchell, a thirteen year-old boy, the younger of two children. The Mitchells are the owners and proprietors of the only drive-in theater in Dumont. Stanley discovers a tin box containing a collection of troubled love letters that ultimately lead him to a burned-out house, the mysterious deaths of two young women and various secrets that the Dumont leaders would prefer remain buried. Stanley's ally is Buster Smith, the projectionist at the drive-in theater, an elderly black man whose attempts to drown his demons in alcohol are doomed to failure but who has a depth that only Stanley is aware of. In attempting to solve the mysteries of the deaths of the two women, Stanley exposes himself, his family and his friends, to danger.",0
